Tempo relativo (ms) , Temperatura (C), Umidita (%), Pressione (hPa)
21143 ,    290.63 K ,    26.6 % ,    97.918 kPa
24148 ,    290.63 K ,    26.6 % ,    97.919 kPa
27153 ,    290.63 K ,    26.6 % ,    97.919 kPa
30157 ,    290.62 K ,    26.6 % ,    97.922 kPa
33162 ,    290.62 K ,    26.6 % ,    97.923 kPa
36166 ,    290.61 K ,    26.6 % ,    97.921 kPa
39171 ,    290.61 K ,    26.6 % ,    97.919 kPa
42175 ,    290.61 K ,    26.6 % ,    97.919 kPa
45179 ,    290.60 K ,    26.6 % ,    97.919 kPa
48184 ,    290.60 K ,    26.6 % ,    97.918 kPa
51188 ,    290.60 K ,    26.6 % ,    97.918 kPa
54193 ,    290.60 K ,    26.6 % ,    97.918 kPa
57197 ,    290.60 K ,    26.6 % ,    97.918 kPa
60203 ,    290.60 K ,    26.6 % ,    97.917 kPa
63207 ,    290.59 K ,    26.6 % ,    97.916 kPa
66211 ,    290.48 K ,    26.6 % ,    97.900 kPa
69216 ,    290.45 K ,    26.6 % ,    97.895 kPa
72220 ,    290.45 K ,    26.6 % ,    97.895 kPa
75225 ,    290.45 K ,    26.6 % ,    97.895 kPa
78229 ,    290.46 K ,    26.6 % ,    97.896 kPa
81233 ,    290.46 K ,    26.6 % ,    97.896 kPa
84238 ,    290.46 K ,    26.6 % ,    97.897 kPa
87242 ,    290.46 K ,    26.6 % ,    97.897 kPa
90247 ,    290.47 K ,    26.6 % ,    97.898 kPa
93251 ,    290.47 K ,    26.6 % ,    97.898 kPa
96256 ,    290.47 K ,    26.6 % ,    97.898 kPa
99261 ,    290.47 K ,    26.6 % ,    97.897 kPa
102265 ,    290.47 K ,    26.6 % ,    97.897 kPa
105270 ,    290.47 K ,    26.6 % ,    97.897 kPa
108274 ,    290.47 K ,    26.6 % ,    97.899 kPa
111279 ,    290.47 K ,    26.7 % ,    97.898 kPa
114283 ,    290.47 K ,    26.6 % ,    97.898 kPa
117287 ,    290.47 K ,    26.6 % ,    97.899 kPa
120292 ,    290.47 K ,    26.7 % ,    97.899 kPa
123297 ,    290.47 K ,    26.6 % ,    97.899 kPa
126302 ,    290.47 K ,    26.6 % ,    97.899 kPa
129306 ,    290.47 K ,    26.7 % ,    97.899 kPa
132311 ,    290.47 K ,    26.6 % ,    97.900 kPa
135315 ,    290.47 K ,    26.7 % ,
3117 ,    289.87 K ,    27.2 % ,    97.886 kPa
6121 ,    289.87 K ,    27.2 % ,    97.886 kPa
9125 ,    289.87 K ,    27.2 % ,    97.886 kPa
12130 ,    289.87 K ,    27.2 % ,    97.886 kPa
15134 ,    289.87 K ,    27.2 % ,    97.887 kPa
18139 ,    289.87 K ,    27.2 % ,    97.887 kPa
21143 ,    289.87 K ,    27.3 % ,    97.888 kPa
24148 ,    289.86 K ,    27.3 % ,    97.888 kPa
27153 ,    289.86 K ,    27.3 % ,    97.889 kPa
30157 ,    289.81 K ,    27.3 % ,    97.900 kPa
33162 ,    289.79 K ,    27.3 % ,    97.900 kPa
36166 ,    289.79 K ,    27.3 % ,    97.899 kPa
39171 ,    289.79 K ,    27.3 % ,    97.899 kPa
42175 ,    289.78 K ,    27.3 % ,    97.899 kPa
45179 ,    289.78 K ,    27.3 % ,    97.899 kPa
48184 ,    289.78 K ,    27.3 % ,    97.898 kPa
51188 ,    289.78 K ,    27.4 % ,    97.898 kPa
54193 ,    289.77 K ,    27.4 % ,    97.897 kPa
57197 ,    289.77 K ,    27.4 % ,    97.897 kPa
60201 ,    289.76 K ,    27.4 % ,    97.897 kPa
63207 ,    289.76 K ,    27.4 % ,    97.897 kPa
66211 ,    289.75 K ,    27.4 % ,    97.897 kPa
69216 ,    289.74 K ,    27.4 % ,    97.896 kPa
72220 ,    289.73 K ,    27.5 % ,    97.896 kPa
75225 ,    289.73 K ,    27.5 % ,    97.896 kPa
78229 ,    289.72 K ,    27.5 % ,    97.896 kPa
81233 ,    289.71 K ,    27.5 % ,    97.896 kPa
84238 ,    289.71 K ,    27.5 % ,    97.896 kPa
87242 ,    289.70 K ,    27.5 % ,    97.896 kPa
90247 ,    289.69 K ,    27.5 % ,    97.896 kPa
93251 ,    289.68 K ,    27.5 % ,    97.895 kPa
96256 ,    289.67 K ,    27.5 % ,    97.895 kPa
99261 ,    289.66 K ,    27.6 % ,    97.894 kPa
102265 ,    289.65 K ,    27.6 % ,    97.893 kPa
105270 ,    289.64 K ,    27.6 % ,    97.893 kPa
108274 ,    289.63 K ,    27.6 % ,    97.893 kPa
111279 ,    289.62 K ,    27.6 % ,    97.893 kPa
114283 ,    289.61 K ,    27.6 % ,    97.892 kPa
117287 ,    289.60 K ,    27.6 % ,    97.892 kPa
120292 ,    289.59 K ,    27.6 % ,    97.892 kPa
123297 ,    289.58 K ,    27.6 % ,    97.892 kPa
126302 ,    289.57 K ,    27.6 % ,    97.892 kPa
129306 ,    289.56 K ,    27.7 % ,    97.891 kPa
132311 ,    289.55 K ,    27.7 % ,    97.892 kPa
135315 ,    289.54 K ,    27.7 % ,    97.891 kPa
138319 ,    289.53 K ,    27.7 % ,    97.891 kPa
141324 ,    289.52 K ,    27.7 % ,    97.891 kPa
144328 ,    289.36 K ,    27.7 % ,    97.889 kPa
147334 ,    289.33 K ,    27.7 % ,    97.890 kPa
150338 ,    289.33 K ,    27.7 % ,    97.891 kPa
153342 ,    289.33 K ,    27.7 % ,    97.891 kPa
156347 ,    289.33 K ,    27.8 % ,    97.891 kPa
159351 ,    289.33 K ,    27.8 % ,    97.891 kPa
162356 ,    289.33 K ,    27.8 % ,    97.892 kPa
165360 ,    289.33 K ,    27.8 % ,    97.892 kPa
168365 ,    289.32 K ,    27.8 % ,    97.892 kPa
171370 ,    289.32 K ,    27.8 % ,    97.893 kPa
174374 ,    289.32 K ,    27.8 % ,    97.893 kPa
177379 ,    289.31 K ,    27.8 % ,    97.893 kPa
180383 ,    289.31 K ,    27.8 % ,    97.893 kPa
183388 ,    289.30 K ,    27.9 % ,    97.894 kPa
186392 ,    289.30 K ,    27.8 % ,    97.894 kPa
189396 ,    289.29 K ,    27.9 % ,    97.894 kPa
192401 ,    289.28 K ,    27.9 % ,    97.894 kPa
195406 ,    289.28 K ,    27.9 % ,    97.894 kPa
198411 ,    289.27 K ,    27.9 % ,    97.894 kPa
201415 ,    289.26 K ,    27.9 % ,    97.895 kPa
204420 ,    289.26 K ,    27.9 % ,    97.894 kPa
207424 ,    289.25 K ,    27.9 % ,    97.894 kPa
210428 ,    289.24 K ,    27.9 % ,    97.894 kPa
213433 ,    289.23 K ,    28.0 % ,    97.894 kPa
216437 ,    289.22 K ,    28.0 % ,    97.895 kPa
219443 ,    289.21 K ,    28.0 % ,    97.895 kPa
222447 ,    289.20 K ,    28.0 % ,    97.895 kPa
225452 ,    289.19 K ,    28.0 % ,    97.895 kPa
228456 ,    289.19 K ,    28.0 % ,    97.895 kPa
231460 ,    289.18 K ,    28.0 % ,    97.895 kPa
234465 ,    289.17 K ,    28.0 % ,    97.895 kPa
237469 ,    289.16 K ,    28.0 % ,    97.895 kPa
240474 ,    289.15 K ,    28.0 % ,    97.895 kPa
243479 ,    289.14 K ,    28.0 % ,    97.895 kPa
246483 ,    289.13 K ,    28.1 % ,    97.895 kPa
249488 ,    289.12 K ,    28.1 % ,    97.895 kPa
252492 ,    289.11 K ,    28.1 % ,    97.895 kPa
255497 ,    289.10 K ,    28.1 % ,    97.895 kPa
258501 ,    289.09 K ,    28.1 % ,    97.895 kPa
261506 ,    289.08 K ,    28.1 % ,    97.895 kPa
264510 ,    289.07 K ,    28.1 % ,    97.895 kPa
267515 ,    289.06 K ,    28.1 % ,    97.895 kPa
270520 ,    289.04 K ,    28.1 % ,    97.894 kPa
273524 ,    289.03 K ,    28.1 % ,    97.895 kPa
276529 ,    289.02 K ,    28.2 % ,    97.894 kPa
279533 ,    289.01 K ,    28.2 % ,    97.895 kPa
282537 ,    289.00 K ,    28.2 % ,    97.894 kPa
285542 ,    288.99 K ,    28.2 % ,    97.895 kPa
288546 ,    288.98 K ,    28.2 % ,    97.895 kPa
291552 ,    288.97 K ,    28.2 % ,    97.895 kPa
294556 ,    288.96 K ,    28.2 % ,    97.894 kPa
297561 ,    288.95 K ,    28.2 % ,    97.894 kPa
300565 ,    288.94 K ,    28.2 % ,    97.894 kPa
303569 ,    288.92 K ,    28.3 % ,    97.894 kPa
306574 ,    288.91 K ,    28.3 % ,    97.894 kPa
309578 ,    288.90 K ,    28.3 % ,    97.893 kPa
312583 ,    288.89 K ,    28.3 % ,    97.894 kPa
315588 ,    288.88 K ,    28.3 % ,    97.894 kPa
318593 ,    288.87 K ,    28.3 % ,    97.894 kPa
321597 ,    288.86 K ,    28.3 % ,    97.894 kPa
324601 ,    288.85 K ,    28.3 % ,    97.894 kPa
327606 ,    288.84 K ,    28.3 % ,    97.894 kPa
330610 ,    288.82 K ,    28.3 % ,    97.894 kPa
333615 ,    288.81 K ,    28.3 % ,    97.894 kPa
336619 ,    288.63 K ,    28.4 % ,    97.896 kPa
339624 ,    288.63 K ,    28.4 % ,    97.891 kPa
342629 ,    288.63 K ,    28.4 % ,    97.891 kPa
345633 ,    288.63 K ,    28.4 % ,    97.892 kPa
348638 ,    288.63 K ,    28.4 % ,    97.892 kPa
351642 ,    288.62 K ,    28.4 % ,    97.892 kPa
354647 ,    288.62 K ,    28.4 % ,    97.892 kPa
357651 ,    288.61 K ,    28.4 % ,    97.892 kPa
360655 ,    288.61 K ,    28.4 % ,    97.892 kPa
363661 ,    288.61 K ,    28.4 % ,    97.892 kPa
366665 ,    288.60 K ,    28.4 % ,    97.892 kPa
369670 ,    288.60 K ,    28.5 % ,    97.892 kPa
372674 ,    288.59 K ,    28.5 % ,    97.892 kPa
375678 ,    288.58 K ,    28.5 % ,    97.892 kPa
378683 ,    288.58 K ,    28.5 % ,    97.892 kPa
381687 ,    288.57 K ,    28.5 % ,    97.892 kPa
384692 ,    288.57 K ,    28.5 % ,    97.892 kPa
387697 ,    288.56 K ,    28.5 % ,    97.892 kPa
390702 ,    288.55 K ,    28.5 % ,    97.892 kPa
393706 ,    288.54 K ,    28.5 % ,    97.892 kPa
396710 ,    288.54 K ,    28.5 % ,    97.893 kPa
399715 ,    288.53 K ,    28.5 % ,    97.892 kPa
402719 ,    288.52 K ,    28.5 % ,    97.893 kPa
405724 ,    288.51 K ,    28.5 % ,    97.893 kPa
408728 ,    288.50 K ,    28.6 % ,    97.894 kPa
411734 ,    288.50 K ,    28.6 % ,    97.893 kPa
414738 ,    288.49 K ,    28.6 % ,    97.893 kPa
417742 ,    288.48 K ,    28.6 % ,    97.894 kPa
420747 ,    288.47 K ,    28.6 % ,    97.894 kPa
423751 ,    288.46 K ,    28.6 % ,    97.894 kPa
426756 ,    288.45 K ,    28.6 % ,    97.894 kPa
429760 ,    288.44 K ,    28.6 % ,    97.894 kPa
432764 ,    288.43 K ,    28.6 % ,    97.895 kPa
435770 ,    288.42 K ,    28.6 % ,    97.894 kPa
438774 ,    288.41 K ,    28.6 % ,    97.894 kPa
441779 ,    288.40 K ,    28.6 % ,    97.894 kPa
444783 ,    288.40 K ,    28.7 % ,    97.894 kPa
447788 ,    288.38 K ,    28.7 % ,    97.893 kPa
450792 ,    288.38 K ,    28.7 % ,    97.893 kPa
453796 ,    288.37 K ,    28.7 % ,    97.893 kPa
456801 ,    288.36 K ,    28.7 % ,    97.893 kPa
459806 ,    288.35 K ,    28.7 % ,    97.893 kPa
462811 ,    288.34 K ,    28.7 % ,    97.894 kPa
465815 ,    288.33 K ,    28.7 % ,    97.894 kPa
468819 ,    288.32 K ,    28.7 % ,    97.894 kPa
471824 ,    288.31 K ,    28.7 % ,    97.894 kPa
474828 ,    288.30 K ,    28.7 % ,    97.894 kPa
477833 ,    288.29 K ,    28.7 % ,    97.894 kPa
480837 ,    288.28 K ,    28.7 % ,    97.894 kPa
483843 ,    288.27 K ,    28.7 % ,    97.894 kPa
486847 ,    288.12 K ,    28.7 % ,    97.892 kPa
489851 ,    288.10 K ,    28.8 % ,    97.889 kPa
492856 ,    288.10 K ,    28.8 % ,    97.888 kPa
495860 ,    288.10 K ,    28.8 % ,    97.889 kPa
498865 ,    288.10 K ,    28.8 % ,    97.889 kPa
501869 ,    288.10 K ,    28.8 % ,    97.889 kPa
504873 ,    288.10 K ,    28.8 % ,    97.890 kPa
507879 ,    288.09 K ,    28.8 % ,    97.890 kPa
510883 ,    288.09 K ,    28.8 % ,    97.890 kPa
513888 ,    288.09 K ,    28.8 % ,    97.890 kPa
516892 ,    288.08 K ,    28.8 % ,    97.890 kPa
519897 ,    288.08 K ,    28.8 % ,    97.891 kPa
522901 ,    288.08 K ,    28.8 % ,    97.891 kPa
525905 ,    288.07 K ,    28.8 % ,    97.891 kPa
528910 ,    288.07 K ,    28.8 % ,    97.891 kPa
531914 ,    288.06 K ,    28.8 % ,    97.891 kPa
534920 ,    288.06 K ,    28.8 % ,    97.892 kPa
537924 ,    287.97 K ,    28.9 % ,    97.889 kPa
540929 ,    287.97 K ,    28.9 % ,    97.892 kPa
543933 ,    287.97 K ,    28.9 % ,    97.893 kPa
546937 ,    287.96 K ,    28.9 % ,    97.893 kPa
549942 ,    287.96 K ,    28.9 % ,    97.893 kPa
552946 ,    287.96 K ,    28.9 % ,    97.893 kPa
555951 ,    287.96 K ,    28.9 % ,    97.893 kPa
558956 ,    287.95 K ,    28.9 % ,    97.893 kPa
561960 ,    287.95 K ,    28.9 % ,    97.893 kPa
564965 ,    287.94 K ,    28.9 % ,    97.893 kPa
567969 ,    287.94 K ,    28.9 % ,    97.893 kPa
570974 ,    287.93 K ,    28.9 % ,    97.892 kPa
573978 ,    287.93 K ,    28.9 % ,    97.893 kPa
576983 ,    287.92 K ,    28.9 % ,    97.893 kPa
579988 ,    287.92 K ,    28.9 % ,    97.893 kPa
582992 ,    287.91 K ,    28.9 % ,    97.893 kPa
585997 ,    287.91 K ,    28.9 % ,    97.893 kPa
589001 ,    287.90 K ,    28.9 % ,    97.893 kPa
592006 ,    287.90 K ,    28.9 % ,    97.893 kPa
595010 ,    287.89 K ,    28.9 % ,    97.894 kPa
598014 ,    287.88 K ,    28.9 % ,    97.893 kPa
601019 ,    287.88 K ,    29.0 % ,    97.893 kPa
604023 ,    287.87 K ,    29.0 % ,    97.894 kPa
607029 ,    287.86 K ,    29.0 % ,    97.893 kPa
610033 ,    287.86 K ,    29.0 % ,    97.894 kPa
613038 ,    287.85 K ,    29.0 % ,    97.894 kPa
616042 ,    287.84 K ,    29.0 % ,    97.894 kPa
619046 ,    287.84 K ,    29.0 % ,    97.894 kPa
622051 ,    287.83 K ,    29.0 % ,    97.894 kPa
625055 ,    287.82 K ,    29.0 % ,    97.894 kPa
628060 ,    287.82 K ,    29.0 % ,    97.894 kPa
631065 ,    287.81 K ,    29.0 % ,    97.894 kPa
634070 ,    287.70 K ,    29.0 % ,    97.895 kPa
637074 ,    287.68 K ,    29.0 % ,    97.889 kPa
640078 ,    287.68 K ,    29.0 % ,    97.889 kPa
643083 ,    287.68 K ,    29.0 % ,    97.889 kPa
646087 ,    287.68 K ,    29.0 % ,    97.889 kPa
649092 ,    287.68 K ,    29.0 % ,    97.889 kPa
652096 ,    287.67 K ,    29.0 % ,    97.890 kPa
655101 ,    287.67 K ,    29.0 % ,    97.890 kPa
658106 ,    287.67 K ,    29.0 % ,    97.890 kPa
661110 ,    287.67 K ,    29.0 % ,    97.890 kPa
664115 ,    287.66 K ,    29.0 % ,    97.890 kPa
667119 ,    287.66 K ,    29.1 % ,    97.891 kPa
670124 ,    287.65 K ,    29.0 % ,    97.890 kPa
673128 ,    287.65 K ,    29.1 % ,    97.891 kPa
676132 ,    287.64 K ,    29.1 % ,    97.890 kPa
679138 ,    287.64 K ,    29.1 % ,    97.890 kPa
682142 ,    287.64 K ,    29.1 % ,    97.891 kPa
685147 ,    287.63 K ,    29.1 % ,    97.891 kPa
688151 ,    287.63 K ,    29.1 % ,    97.891 kPa
691155 ,    287.62 K ,    29.1 % ,    97.891 kPa
694160 ,    287.62 K ,    29.1 % ,    97.890 kPa
697164 ,    287.61 K ,    29.1 % ,    97.890 kPa
700169 ,    287.61 K ,    29.1 % ,    97.891 kPa
703174 ,    287.60 K ,    29.1 % ,    97.891 kPa
706179 ,    287.59 K ,    29.1 % ,    97.890 kPa
709183 ,    287.59 K ,    29.1 % ,    97.890 kPa
712187 ,    287.58 K ,    29.1 % ,    97.891 kPa
715192 ,    287.58 K ,    29.1 % ,    97.891 kPa
718196 ,    287.57 K ,    29.1 % ,    97.891 kPa
721201 ,    287.57 K ,    29.1 % ,    97.891 kPa
724205 ,    287.56 K ,    29.1 % ,    97.891 kPa
727211 ,    287.55 K ,    29.1 % ,    97.891 kPa
730215 ,    287.55 K ,    29.1 % ,    97.890 kPa
733219 ,    287.54 K ,    29.1 % ,    97.890 kPa
736224 ,    287.54 K ,    29.1 % ,    97.890 kPa
739228 ,    287.53 K ,    29.1 % ,    97.890 kPa
742233 ,    287.52 K ,    29.1 % ,    97.890 kPa
745237 ,    287.52 K ,    29.1 % ,    97.890 kPa
748241 ,    287.51 K ,    29.1 % ,    97.890 kPa
751247 ,    287.50 K ,    29.1 % ,    97.889 kPa
754251 ,    287.50 K ,    29.1 % ,    97.890 kPa
757256 ,    287.49 K ,    29.1 % ,    97.889 kPa
760260 ,    287.49 K ,    29.1 % ,    97.889 kPa
763265 ,    287.48 K ,    29.2 % ,    97.889 kPa
766269 ,    287.47 K ,    29.2 % ,    97.888 kPa
769273 ,    287.47 K ,    29.2 % ,    97.888 kPa
772278 ,    287.38 K ,    29.2 % ,    97.891 kPa
775283 ,    287.34 K ,    29.2 % ,    97.885 kPa
778288 ,    287.34 K ,    29.1 % ,    97.885 kPa
781292 ,    287.34 K ,    29.2 % ,    97.885 kPa
784296 ,    287.34 K ,    29.2 % ,    97.885 kPa
787301 ,    287.34 K ,    29.2 % ,    97.885 kPa
790305 ,    287.34 K ,    29.2 % ,    97.886 kPa
793310 ,    287.34 K ,    29.2 % ,    97.885 kPa
796314 ,    287.34 K ,    29.2 % ,    97.886 kPa
799320 ,    287.34 K ,    29.2 % ,    97.886 kPa
802324 ,    287.31 K ,    29.2 % ,    97.896 kPa
805328 ,    287.30 K ,    29.2 % ,    97.892 kPa
808333 ,    287.30 K ,    29.2 % ,    97.891 kPa
811337 ,    287.30 K ,    29.2 % ,    97.892 kPa
814342 ,    287.30 K ,    29.2 % ,    97.891 kPa
817346 ,    287.29 K ,    29.2 % ,    97.891 kPa
820350 ,    287.29 K ,    29.2 % ,    97.891 kPa
823356 ,    287.29 K ,    29.2 % ,    97.891 kPa
826360 ,    287.25 K ,    29.2 % ,    97.890 kPa
829365 ,    287.24 K ,    29.2 % ,    97.888 kPa
832369 ,    287.24 K ,    29.2 % ,    97.887 kPa
835374 ,    287.24 K ,    29.2 % ,    97.888 kPa
838378 ,    287.24 K ,    29.2 % ,    97.888 kPa
841382 ,    287.23 K ,    29.2 % ,    97.887 kPa
844387 ,    287.23 K ,    29.2 % ,    97.887 kPa
847392 ,    287.23 K ,    29.2 % ,    97.887 kPa
850397 ,    287.23 K ,    29.2 % ,    97.886 kPa
853401 ,    287.23 K ,    29.2 % ,    97.887 kPa
856406 ,    287.22 K ,    29.2 % ,    97.887 kPa
859410 ,    287.22 K ,    29.2 % ,    97.887 kPa
862414 ,    287.22 K ,    29.2 % ,    97.887 kPa
865419 ,    287.21 K ,    29.2 % ,    97.887 kPa
868424 ,    287.21 K ,    29.2 % ,    97.887 kPa
871429 ,    287.21 K ,    29.2 % ,    97.888 kPa
874433 ,    287.20 K ,    29.2 % ,    97.888 kPa
877437 ,    287.20 K ,    29.2 % ,    97.888 kPa
880442 ,    287.19 K ,    29.2 % ,    97.888 kPa
883446 ,    287.19 K ,    29.2 % ,    97.888 kPa
886451 ,    287.18 K ,    29.2 % ,    97.888 kPa
889455 ,    287.18 K ,    29.2 % ,    97.888 kPa
892461 ,    287.18 K ,    29.2 % ,    97.888 kPa
895465 ,    287.17 K ,    29.2 % ,    97.888 kPa
898469 ,    287.17 K ,    29.2 % ,    97.888 kPa
901474 ,    287.16 K ,    29.2 % ,    97.888 kPa
904478 ,    287.16 K ,    29.2 % ,    97.888 kPa
907483 ,    287.15 K ,    29.2 % ,    97.888 kPa
910487 ,    287.15 K ,    29.3 % ,    97.888 kPa
913491 ,    287.14 K ,    29.2 % ,    97.888 kPa
916497 ,    287.14 K ,    29.3 % ,    97.889 kPa
919501 ,    287.04 K ,    29.2 % ,    97.888 kPa
922506 ,    287.05 K ,    29.2 % ,    97.887 kPa
925510 ,    287.04 K ,    29.2 % ,    97.887 kPa
928515 ,    287.04 K ,    29.3 % ,    97.887 kPa
931519 ,    287.04 K ,    29.3 % ,    97.887 kPa
934523 ,    287.04 K ,    29.2 % ,    97.887 kPa
937528 ,    287.04 K ,    29.3 % ,    97.887 kPa
940533 ,    287.04 K ,    29.3 % ,    97.887 kPa
943538 ,    287.03 K ,    29.3 % ,    97.887 kPa
946542 ,    287.03 K ,    29.3 % ,    97.888 kPa
949547 ,    287.03 K ,    29.3 % ,    97.888 kPa
952551 ,    287.02 K ,    29.3 % ,    97.887 kPa
955555 ,    287.02 K ,    29.3 % ,    97.888 kPa
958560 ,    287.02 K ,    29.3 % ,    97.887 kPa
961564 ,    287.01 K ,    29.3 % ,    97.888 kPa
964570 ,    287.01 K ,    29.3 % ,    97.887 kPa
967574 ,    287.00 K ,    29.3 % ,    97.887 kPa
970578 ,    287.00 K ,    29.3 % ,    97.887 kPa
973583 ,    286.99 K ,    29.3 % ,    97.887 kPa
976587 ,    286.99 K ,    29.3 % ,    97.887 kPa
979592 ,    286.98 K ,    29.3 % ,    97.886 kPa
982596 ,    286.98 K ,    29.3 % ,    97.886 kPa
985601 ,    286.97 K ,    29.3 % ,    97.886 kPa
988606 ,    286.97 K ,    29.3 % ,    97.886 kPa
991610 ,    286.89 K ,    29.3 % ,    97.881 kPa
994615 ,    286.87 K ,    29.3 % ,    97.883 kPa
997619 ,    286.86 K ,    29.3 % ,    97.883 kPa
1000624 ,    286.86 K ,    29.3 % ,    97.883 kPa
1003628 ,    286.86 K ,    29.3 % ,    97.883 kPa
1006632 ,    286.86 K ,    29.3 % ,    97.883 kPa
1009638 ,    286.86 K ,    29.3 % ,    97.883 kPa
1012642 ,    286.86 K ,    29.3 % ,    97.883 kPa
1015647 ,    286.86 K ,    29.3 % ,    97.883 kPa
1018651 ,    286.86 K ,    29.3 % ,    97.883 kPa
1021656 ,    286.85 K ,    29.3 % ,    97.884 kPa
1024660 ,    286.85 K ,    29.3 % ,    97.883 kPa
1027665 ,    286.84 K ,    29.3 % ,    97.883 kPa
1030670 ,    286.84 K ,    29.3 % ,    97.884 kPa
1033674 ,    286.84 K ,    29.3 % ,    97.883 kPa
1036679 ,    286.83 K ,    29.3 % ,    97.883 kPa
1039683 ,    286.83 K ,    29.3 % ,    97.884 kPa
1042688 ,    286.82 K ,    29.3 % ,    97.883 kPa
1045693 ,    286.82 K ,    29.3 % ,    97.883 kPa
1048697 ,    286.81 K ,    29.4 % ,    97.883 kPa
