Tempo relativo (ms) , Temperatura (C), Umidita (%), Pressione (hPa)
183388 ,    278.08 K ,    34.4 % ,    97.780 kPa
186392 ,    277.88 K ,    34.6 % ,    97.787 kPa
189396 ,    277.69 K ,    34.7 % ,    97.789 kPa
192401 ,    277.50 K ,    34.9 % ,    97.785 kPa
195406 ,    277.33 K ,    35.1 % ,    97.787 kPa
198411 ,    277.14 K ,    35.2 % ,    97.789 kPa
201415 ,    276.97 K ,    35.4 % ,    97.783 kPa
204420 ,    276.80 K ,    35.6 % ,    97.793 kPa
207424 ,    276.63 K ,    35.7 % ,    97.788 kPa
210428 ,    276.45 K ,    35.9 % ,    97.785 kPa
213433 ,    276.26 K ,    36.0 % ,    97.790 kPa
216437 ,    276.10 K ,    36.2 % ,    97.790 kPa
219443 ,    275.94 K ,    36.4 % ,    97.787 kPa
222447 ,    275.77 K ,    36.5 % ,    97.795 kPa
225452 ,    275.60 K ,    36.6 % ,    97.796 kPa
228456 ,    275.44 K ,    36.8 % ,    97.786 kPa
231460 ,    275.27 K ,    36.9 % ,    97.789 kPa
234465 ,    275.10 K ,    37.1 % ,    97.788 kPa
237469 ,    274.96 K ,    37.3 % ,    97.795 kPa
240474 ,    274.81 K ,    37.4 % ,    97.795 kPa
243479 ,    274.64 K ,    37.5 % ,    97.802 kPa
246483 ,    274.49 K ,    37.6 % ,    97.795 kPa
249488 ,    274.32 K ,    37.8 % ,    97.802 kPa
252492 ,    274.17 K ,    37.9 % ,    97.812 kPa
255497 ,    274.02 K ,    38.1 % ,    97.809 kPa
258501 ,    273.84 K ,    38.2 % ,    97.808 kPa
261506 ,    273.69 K ,    38.4 % ,    97.807 kPa
264510 ,    273.54 K ,    38.5 % ,    97.805 kPa
267515 ,    273.40 K ,    38.6 % ,    97.806 kPa
270520 ,    273.26 K ,    38.8 % ,    97.805 kPa
273524 ,    273.11 K ,    39.0 % ,    97.805 kPa
276529 ,    272.98 K ,    39.1 % ,    97.806 kPa
279533 ,    272.85 K ,    39.2 % ,    97.808 kPa
282537 ,    272.72 K ,    39.4 % ,    97.812 kPa
285542 ,    272.59 K ,    39.5 % ,    97.811 kPa
288546 ,    272.46 K ,    39.5 % ,    97.803 kPa
291552 ,    272.32 K ,    39.6 % ,    97.808 kPa
294556 ,    272.20 K ,    39.7 % ,    97.811 kPa
297561 ,    272.08 K ,    39.7 % ,    97.806 kPa
300565 ,    271.95 K ,    39.8 % ,    97.810 kPa
303569 ,    271.82 K ,    39.9 % ,    97.818 kPa
306574 ,    271.70 K ,    40.0 % ,    97.814 kPa
309578 ,    271.59 K ,    40.1 % ,    97.818 kPa
312583 ,    271.45 K ,    40.2 % ,    97.812 kPa
315588 ,    271.34 K ,    40.3 % ,    97.815 kPa
318593 ,    271.20 K ,    40.4 % ,    97.814 kPa
321597 ,    271.08 K ,    40.5 % ,    97.810 kPa
324601 ,    270.95 K ,    40.6 % ,    97.814 kPa
327606 ,    270.85 K ,    40.8 % ,    97.821 kPa
330610 ,    270.72 K ,    40.8 % ,    97.819 kPa
333615 ,    270.61 K ,    40.9 % ,    97.825 kPa
336619 ,    270.50 K ,    41.0 % ,    97.818 kPa
339623 ,    270.38 K ,    41.1 % ,    97.825 kPa
342629 ,    270.27 K ,    41.2 % ,    97.819 kPa
345633 ,    270.15 K ,    41.3 % ,    97.820 kPa
348638 ,    270.05 K ,    41.5 % ,    97.816 kPa
351642 ,    269.93 K ,    41.6 % ,    97.827 kPa
354647 ,    269.82 K ,    41.7 % ,    97.828 kPa
357651 ,    269.72 K ,    41.8 % ,    97.828 kPa
360655 ,    269.61 K ,    41.8 % ,    97.828 kPa
363661 ,    269.51 K ,    42.0 % ,    97.831 kPa
366665 ,    269.40 K ,    42.1 % ,    97.821 kPa
369670 ,    269.30 K ,    42.3 % ,    97.828 kPa
372674 ,    269.21 K ,    42.3 % ,    97.825 kPa
375678 ,    269.09 K ,    42.4 % ,    97.830 kPa
378683 ,    269.00 K ,    42.5 % ,    97.830 kPa
381687 ,    268.90 K ,    42.6 % ,    97.830 kPa
384692 ,    268.80 K ,    42.7 % ,    97.825 kPa
387697 ,    268.71 K ,    42.8 % ,    97.830 kPa
390702 ,    268.60 K ,    42.9 % ,    97.830 kPa
393706 ,    268.51 K ,    42.9 % ,    97.830 kPa
396710 ,    268.41 K ,    43.0 % ,    97.825 kPa
399715 ,    268.32 K ,    43.1 % ,    97.839 kPa
402719 ,    268.23 K ,    43.1 % ,    97.839 kPa
405724 ,    268.14 K ,    43.2 % ,    97.830 kPa
408728 ,    268.06 K ,    43.3 % ,    97.829 kPa
411734 ,    267.97 K ,    43.4 % ,    97.830 kPa
414738 ,    267.88 K ,    43.4 % ,    97.835 kPa
417742 ,    267.79 K ,    43.5 % ,    97.841 kPa
420747 ,    267.70 K ,    43.6 % ,    97.834 kPa
423751 ,    267.62 K ,    43.7 % ,    97.838 kPa
426756 ,    267.54 K ,    43.8 % ,    97.840 kPa
429760 ,    267.45 K ,    43.8 % ,    97.842 kPa
432764 ,    267.38 K ,    43.9 % ,    97.841 kPa
435770 ,    267.28 K ,    44.0 % ,    97.832 kPa
438774 ,    267.21 K ,    44.1 % ,    97.839 kPa
441779 ,    267.12 K ,    44.1 % ,    97.833 kPa
444783 ,    267.05 K ,    44.2 % ,    97.843 kPa
447788 ,    266.97 K ,    44.3 % ,    97.840 kPa
450792 ,    266.90 K ,    44.3 % ,    97.842 kPa
453796 ,    266.81 K ,    44.4 % ,    97.834 kPa
456801 ,    266.74 K ,    44.5 % ,    97.834 kPa
459806 ,    266.68 K ,    44.6 % ,    97.843 kPa
462811 ,    266.59 K ,    44.6 % ,    97.842 kPa
465815 ,    266.52 K ,    44.7 % ,    97.844 kPa
468819 ,    266.44 K ,    44.8 % ,    97.840 kPa
471824 ,    266.36 K ,    44.8 % ,    97.842 kPa
474828 ,    266.30 K ,    44.9 % ,    97.843 kPa
477833 ,    266.23 K ,    45.0 % ,    97.838 kPa
480837 ,    266.16 K ,    45.1 % ,    97.841 kPa
483843 ,    266.10 K ,    45.1 % ,    97.847 kPa
486847 ,    266.03 K ,    45.2 % ,    97.844 kPa
489851 ,    265.95 K ,    45.3 % ,    97.844 kPa
492856 ,    265.89 K ,    45.3 % ,    97.850 kPa
495860 ,    265.81 K ,    45.4 % ,    97.849 kPa
498865 ,    265.75 K ,    45.5 % ,    97.855 kPa
501869 ,    265.69 K ,    45.5 % ,    97.848 kPa
504873 ,    265.62 K ,    45.6 % ,    97.849 kPa
507879 ,    265.56 K ,    45.7 % ,    97.850 kPa
510883 ,    265.50 K ,    45.7 % ,    97.848 kPa
513888 ,    265.43 K ,    45.8 % ,    97.851 kPa
516892 ,    265.37 K ,    45.8 % ,    97.851 kPa
519897 ,    265.31 K ,    45.9 % ,    97.841 kPa
522901 ,    265.25 K ,    46.0 % ,    97.852 kPa
525905 ,    265.20 K ,    46.0 % ,    97.844 kPa
528910 ,    265.14 K ,    46.1 % ,    97.850 kPa
531915 ,    265.09 K ,    46.1 % ,    97.852 kPa
534920 ,    265.02 K ,    46.2 % ,    97.850 kPa
537924 ,    264.97 K ,    46.3 % ,    97.854 kPa
540929 ,    264.91 K ,    46.3 % ,    97.850 kPa
543933 ,    264.86 K ,    46.4 % ,    97.850 kPa
546937 ,    264.80 K ,    46.5 % ,    97.853 kPa
549942 ,    264.74 K ,    46.5 % ,    97.854 kPa
552946 ,    264.68 K ,    46.5 % ,    97.851 kPa
555952 ,    264.63 K ,    46.6 % ,    97.847 kPa
558956 ,    264.57 K ,    46.6 % ,    97.853 kPa
561960 ,    264.52 K ,    46.7 % ,    97.850 kPa
564965 ,    264.47 K ,    46.7 % ,    97.858 kPa
567969 ,    264.41 K ,    46.8 % ,    97.853 kPa
570974 ,    264.36 K ,    46.8 % ,    97.855 kPa
573978 ,    264.32 K ,    46.9 % ,    97.848 kPa
576983 ,    264.28 K ,    46.9 % ,    97.852 kPa
579988 ,    264.20 K ,    47.0 % ,    97.854 kPa
582992 ,    264.17 K ,    47.0 % ,    97.859 kPa
585997 ,    264.12 K ,    47.1 % ,    97.853 kPa
589001 ,    264.07 K ,    47.1 % ,    97.853 kPa
592006 ,    264.02 K ,    47.1 % ,    97.858 kPa
595010 ,    263.97 K ,    47.2 % ,    97.856 kPa
598014 ,    263.92 K ,    47.2 % ,    97.852 kPa
601020 ,    263.88 K ,    47.2 % ,    97.861 kPa
604024 ,    263.83 K ,    47.3 % ,    97.864 kPa
607029 ,    263.78 K ,    47.3 % ,    97.858 kPa
610033 ,    263.73 K ,    47.4 % ,    97.862 kPa
613038 ,    263.68 K ,    47.4 % ,    97.856 kPa
616042 ,    263.65 K ,    47.4 % ,    97.861 kPa
619046 ,    263.61 K ,    47.5 % ,    97.865 kPa
622051 ,    263.56 K ,    47.5 % ,    97.867 kPa
625056 ,    263.52 K ,    47.6 % ,    97.855 kPa
628061 ,    263.45 K ,    47.6 % ,    97.858 kPa
631065 ,    263.42 K ,    47.6 % ,    97.854 kPa
634070 ,    263.38 K ,    47.7 % ,    97.851 kPa
637074 ,    263.33 K ,    47.7 % ,    97.851 kPa
640078 ,    263.30 K ,    47.8 % ,    97.857 kPa
643083 ,    263.24 K ,    47.8 % ,    97.853 kPa
646087 ,    263.21 K ,    47.8 % ,    97.858 kPa
649093 ,    263.16 K ,    47.9 % ,    97.861 kPa
652097 ,    263.13 K ,    47.9 % ,    97.860 kPa
655101 ,    263.07 K ,    47.9 % ,    97.864 kPa
658106 ,    263.04 K ,    48.0 % ,    97.862 kPa
661110 ,    263.01 K ,    48.0 % ,    97.862 kPa
664115 ,    262.96 K ,    48.0 % ,    97.859 kPa
667119 ,    262.91 K ,    48.1 % ,    97.857 kPa
670124 ,    262.88 K ,    48.1 % ,    97.860 kPa
673129 ,    262.85 K ,    48.1 % ,    97.857 kPa
676133 ,    262.81 K ,    48.1 % ,    97.859 kPa
679138 ,    262.77 K ,    48.2 % ,    97.852 kPa
682142 ,    262.73 K ,    48.2 % ,    97.862 kPa
685147 ,    262.71 K ,    48.2 % ,    97.868 kPa
688151 ,    262.66 K ,    48.3 % ,    97.863 kPa
691155 ,    262.62 K ,    48.3 % ,    97.867 kPa
694160 ,    262.58 K ,    48.3 % ,    97.865 kPa
697165 ,    262.54 K ,    48.4 % ,    97.865 kPa
700170 ,    262.51 K ,    48.4 % ,    97.863 kPa
703174 ,    262.47 K ,    48.4 % ,    97.864 kPa
706179 ,    262.42 K ,    48.4 % ,    97.861 kPa
709183 ,    262.40 K ,    48.5 % ,    97.862 kPa
712187 ,    262.37 K ,    48.5 % ,    97.865 kPa
715192 ,    262.33 K ,    48.5 % ,    97.862 kPa
718197 ,    262.28 K ,    48.5 % ,    97.864 kPa
721202 ,    262.25 K ,    48.6 % ,    97.864 kPa
724206 ,    262.23 K ,    48.6 % ,    97.861 kPa
727211 ,    262.19 K ,    48.6 % ,    97.863 kPa
730215 ,    262.15 K ,    48.6 % ,    97.859 kPa
733219 ,    262.12 K ,    48.7 % ,    97.859 kPa
736224 ,    262.08 K ,    48.7 % ,    97.867 kPa
739228 ,    262.05 K ,    48.7 % ,    97.855 kPa
742234 ,    262.01 K ,    48.7 % ,    97.862 kPa
745238 ,    261.98 K ,    48.7 % ,    97.868 kPa
748242 ,    261.96 K ,    48.8 % ,    97.867 kPa
751247 ,    261.92 K ,    48.8 % ,    97.879 kPa
754251 ,    261.89 K ,    48.8 % ,    97.874 kPa
757256 ,    261.87 K ,    48.8 % ,    97.871 kPa
760260 ,    261.82 K ,    48.9 % ,    97.862 kPa
763265 ,    261.80 K ,    48.9 % ,    97.880 kPa
766270 ,    261.77 K ,    48.9 % ,    97.871 kPa
769274 ,    261.73 K ,    48.9 % ,    97.872 kPa
772279 ,    261.71 K ,    48.9 % ,    97.863 kPa
775283 ,    261.67 K ,    48.9 % ,    97.865 kPa
778288 ,    261.64 K ,    49.0 % ,    97.870 kPa
781292 ,    261.62 K ,    49.0 % ,    97.868 kPa
784296 ,    261.60 K ,    49.0 % ,    97.877 kPa
787301 ,    261.56 K ,    49.0 % ,    97.862 kPa
790306 ,    261.53 K ,    49.1 % ,    97.871 kPa
793311 ,    261.51 K ,    49.1 % ,    97.875 kPa
796315 ,    261.49 K ,    49.1 % ,    97.872 kPa
799320 ,    261.45 K ,    49.1 % ,    97.871 kPa
802324 ,    261.43 K ,    49.1 % ,    97.877 kPa
805328 ,    261.40 K ,    49.2 % ,    97.879 kPa
808333 ,    261.37 K ,    49.2 % ,    97.875 kPa
811337 ,    261.34 K ,    49.2 % ,    97.871 kPa
814343 ,    261.30 K ,    49.2 % ,    97.868 kPa
817347 ,    261.28 K ,    49.2 % ,    97.869 kPa
820352 ,    261.26 K ,    49.3 % ,    97.879 kPa
823356 ,    261.23 K ,    49.3 % ,    97.866 kPa
826360 ,    261.20 K ,    49.3 % ,    97.870 kPa
829365 ,    261.18 K ,    49.3 % ,    97.866 kPa
832369 ,    261.15 K ,    49.3 % ,    97.875 kPa
835375 ,    261.13 K ,    49.3 % ,    97.866 kPa
838379 ,    261.10 K ,    49.4 % ,    97.868 kPa
841383 ,    261.07 K ,    49.4 % ,    97.869 kPa
844388 ,    261.05 K ,    49.4 % ,    97.869 kPa
847392 ,    261.04 K ,    49.4 % ,    97.877 kPa
850397 ,    261.00 K ,    49.4 % ,    97.862 kPa
853401 ,    260.98 K ,    49.4 % ,    97.870 kPa
856406 ,    260.96 K ,    49.4 % ,    97.870 kPa
859411 ,    260.93 K ,    49.5 % ,    97.871 kPa
862415 ,    260.91 K ,    49.5 % ,    97.869 kPa
865420 ,    260.89 K ,    49.5 % ,    97.867 kPa
868424 ,    260.85 K ,    49.5 % ,    97.871 kPa
871429 ,    260.83 K ,    49.5 % ,    97.869 kPa
874433 ,    260.81 K ,    49.5 % ,    97.869 kPa
877437 ,    260.79 K ,    49.6 % ,    97.874 kPa
880442 ,    260.77 K ,    49.6 % ,    97.871 kPa
883447 ,    260.75 K ,    49.6 % ,    97.874 kPa
886452 ,    260.73 K ,    49.6 % ,    97.866 kPa
889456 ,    260.70 K ,    49.6 % ,    97.870 kPa
892461 ,    260.68 K ,    49.6 % ,    97.864 kPa
895465 ,    260.65 K ,    49.6 % ,    97.869 kPa
898469 ,    260.64 K ,    49.6 % ,    97.865 kPa
901474 ,    260.61 K ,    49.6 % ,    97.870 kPa
904478 ,    260.60 K ,    49.6 % ,    97.869 kPa
907484 ,    260.57 K ,    49.7 % ,    97.869 kPa
910488 ,    260.55 K ,    49.7 % ,    97.871 kPa
913492 ,    260.54 K ,    49.7 % ,    97.872 kPa
916497 ,    260.51 K ,    49.7 % ,    97.870 kPa
919501 ,    260.49 K ,    49.7 % ,    97.874 kPa
922506 ,    260.48 K ,    49.7 % ,    97.873 kPa
925510 ,    260.45 K ,    49.7 % ,    97.871 kPa
928515 ,    260.43 K ,    49.7 % ,    97.872 kPa
931520 ,    260.41 K ,    49.7 % ,    97.870 kPa
934524 ,    260.39 K ,    49.7 % ,    97.872 kPa
937529 ,    260.37 K ,    49.7 % ,    97.870 kPa
940533 ,    260.36 K ,    49.7 % ,    97.872 kPa
943538 ,    260.33 K ,    49.7 % ,    97.862 kPa
946542 ,    260.31 K ,    49.8 % ,    97.864 kPa
949547 ,    260.30 K ,    49.8 % ,    97.866 kPa
952551 ,    260.28 K ,    49.8 % ,    97.863 kPa
955556 ,    260.26 K ,    49.8 % ,    97.870 kPa
958561 ,    260.25 K ,    49.8 % ,    97.871 kPa
961565 ,    260.23 K ,    49.8 % ,    97.873 kPa
964570 ,    260.20 K ,    49.8 % ,    97.866 kPa
967574 ,    260.20 K ,    49.8 % ,    97.863 kPa
970578 ,    260.18 K ,    49.8 % ,    97.870 kPa
973583 ,    260.16 K ,    49.8 % ,    97.868 kPa
976588 ,    260.13 K ,    49.8 % ,    97.871 kPa
979593 ,    260.13 K ,    49.8 % ,    97.873 kPa
982597 ,    260.10 K ,    49.8 % ,    97.866 kPa
985602 ,    260.09 K ,    49.8 % ,    97.875 kPa
988606 ,    260.07 K ,    49.8 % ,    97.869 kPa
991610 ,    260.06 K ,    49.8 % ,    97.870 kPa
994615 ,    260.03 K ,    49.8 % ,    97.878 kPa
997619 ,    260.01 K ,    49.8 % ,    97.875 kPa
1000624 ,    259.99 K ,    49.8 % ,    97.872 kPa
1003629 ,    259.99 K ,    49.8 % ,    97.872 kPa
1006633 ,    259.97 K ,    49.9 % ,    97.884 kPa
1009638 ,    259.96 K ,    49.8 % ,    97.877 kPa
1012642 ,    259.94 K ,    49.8 % ,    97.868 kPa
1015647 ,    259.91 K ,    49.9 % ,    97.874 kPa
1018651 ,    259.91 K ,    49.9 % ,    97.877 kPa
1021657 ,    259.90 K ,    49.8 % ,    97.877 kPa
1024661 ,    259.88 K ,    49.9 % ,    97.871 kPa
1027665 ,    259.87 K ,    49.9 % ,    97.883 kPa
1030670 ,    259.84 K ,    49.9 % ,    97.873 kPa
1033674 ,    259.83 K ,    49.9 % ,    97.872 kPa
1036680 ,    259.81 K ,    49.9 % ,    97.874 kPa
1039684 ,    259.80 K ,    49.9 % ,    97.874 kPa
1042689 ,    259.78 K ,    49.8 % ,    97.879 kPa
1045693 ,    259.77 K ,    49.9 % ,    97.877 kPa
1048697 ,    259.77 K ,    49.9 % ,    97.877 kPa
1051702 ,    259.74 K ,    49.9 % ,    97.875 kPa
1054707 ,    259.73 K ,    49.9 % ,    97.873 kPa
1057712 ,    259.71 K ,    49.9 % ,    97.873 kPa
1060716 ,    259.69 K ,    49.9 % ,    97.873 kPa
1063720 ,    259.68 K ,    49.9 % ,    97.876 kPa
1066725 ,    259.67 K ,    49.9 % ,    97.874 kPa
1069729 ,    259.65 K ,    49.9 % ,    97.881 kPa
1072735 ,    259.64 K ,    49.9 % ,    97.872 kPa
1075739 ,    259.63 K ,    49.9 % ,    97.876 kPa
1078744 ,    259.61 K ,    49.9 % ,    97.881 kPa
1081748 ,    259.60 K ,    49.9 % ,    97.871 kPa
1084752 ,    259.59 K ,    49.9 % ,    97.879 kPa
1087757 ,    259.57 K ,    49.9 % ,    97.871 kPa
1090762 ,    259.55 K ,    49.9 % ,    97.871 kPa
1093767 ,    259.54 K ,    49.9 % ,    97.874 kPa
1096771 ,    259.53 K ,    49.8 % ,    97.877 kPa
1099776 ,    259.51 K ,    49.9 % ,    97.869 kPa
1102780 ,    259.50 K ,    49.9 % ,    97.873 kPa
1105784 ,    259.49 K ,    49.9 % ,    97.870 kPa
1108790 ,    259.48 K ,    49.8 % ,    97.877 kPa
1111794 ,    259.47 K ,    49.8 % ,    97.876 kPa
1114799 ,    259.45 K ,    49.9 % ,    97.883 kPa
1117803 ,    259.43 K ,    49.8 % ,    97.869 kPa
1120807 ,    259.42 K ,    49.8 % ,    97.870 kPa
1123812 ,    259.42 K ,    49.8 % ,    97.869 kPa
1126817 ,    259.41 K ,    49.8 % ,    97.875 kPa
1129822 ,    259.38 K ,    49.8 % ,    97.871 kPa
1132826 ,    259.38 K ,    49.8 % ,    97.878 kPa
1135831 ,    259.37 K ,    49.8 % ,    97.867 kPa
1138835 ,    259.35 K ,    49.8 % ,    97.871 kPa
1141839 ,    259.35 K ,    49.8 % ,    97.873 kPa
1144845 ,    259.33 K ,    49.8 % ,    97.868 kPa
1147849 ,    259.31 K ,    49.8 % ,    97.870 kPa
1150854 ,    259.31 K ,    49.8 % ,    97.875 kPa
1153858 ,    259.30 K ,    49.8 % ,    97.876 kPa
1156862 ,    259.29 K ,    49.8 % ,    97.870 kPa
1159868 ,    259.27 K ,    49.8 % ,    97.872 kPa
1162872 ,    259.26 K ,    49.8 % ,    97.868 kPa
1165877 ,    259.26 K ,    49.8 % ,    97.875 kPa
1168881 ,    259.24 K ,    49.8 % ,    97.878 kPa
1171886 ,    259.23 K ,    49.8 % ,    97.868 kPa
1174890 ,    259.21 K ,    49.8 % ,    97.873 kPa
1177895 ,    259.21 K ,    49.8 % ,    97.873 kPa
1180900 ,    259.20 K ,    49.8 % ,    97.876 kPa
1183904 ,    259.18 K ,    49.8 % ,    97.875 kPa
1186909 ,    259.17 K ,    49.8 % ,    97.866 kPa
1189913 ,    259.16 K ,    49.8 % ,    97.879 kPa
1192918 ,    259.15 K ,    49.8 % ,    97.871 kPa
1195923 ,    259.14 K ,    49.8 % ,    97.869 kPa
1198927 ,    259.14 K ,    49.8 % ,    97.879 kPa
1201932 ,    259.12 K ,    49.7 % ,    97.874 kPa
1204936 ,    259.11 K ,    49.7 % ,    97.871 kPa
1207941 ,    259.11 K ,    49.7 % ,    97.869 kPa
1210945 ,    259.09 K ,    49.8 % ,    97.873 kPa
1213950 ,    259.08 K ,    49.7 % ,    97.875 kPa
1216955 ,    259.06 K ,    49.7 % ,    97.874 kPa
1219959 ,    259.06 K ,    49.7 % ,    97.873 kPa
1222964 ,    259.04 K ,    49.7 % ,    97.868 kPa
1225968 ,    259.03 K ,    49.7 % ,    97.872 kPa
1228973 ,    259.03 K ,    49.7 % ,    97.877 kPa
1231978 ,    259.02 K ,    49.7 % ,    97.865 kPa
1234982 ,    259.00 K ,    49.7 % ,    97.869 kPa
1237987 ,    259.00 K ,    49.7 % ,    97.870 kPa
1240991 ,    258.98 K ,    49.7 % ,    97.874 kPa
1243996 ,    258.98 K ,    49.7 % ,    97.871 kPa
1247000 ,    258.97 K ,    49.7 % ,    97.866 kPa
1250006 ,    258.95 K ,    49.7 % ,    97.872 kPa
1253010 ,    258.96 K ,    49.7 % ,    97.873 kPa
1256014 ,    258.94 K ,    49.7 % ,    97.870 kPa
1259019 ,    258.93 K ,    49.7 % ,    97.871 kPa
1262023 ,    258.92 K ,    49.7 % ,    97.872 kPa
1265028 ,    258.92 K ,    49.7 % ,    97.869 kPa
1268033 ,    258.91 K ,    49.7 % ,    97.875 kPa
1271037 ,    258.91 K ,    49.7 % ,    97.870 kPa
1274042 ,    258.89 K ,    49.7 % ,    97.870 kPa
1277046 ,    258.88 K ,    49.7 % ,    97.871 kPa
1280051 ,    258.86 K ,    49.7 % ,    97.865 kPa
1283056 ,    258.86 K ,    49.7 % ,    97.876 kPa
1286061 ,    258.85 K ,    49.7 % ,    97.874 kPa
1289065 ,    258.84 K ,    49.6 % ,    97.869 kPa
1292069 ,    258.84 K ,    49.6 % ,    97.867 kPa
1295074 ,    258.82 K ,    49.6 % ,    97.869 kPa
1298078 ,    258.83 K ,    49.6 % ,    97.883 kPa
1301084 ,    258.82 K ,    49.6 % ,    97.869 kPa
1304088 ,    258.81 K ,    49.6 % ,    97.867 kPa
1307092 ,    258.80 K ,    49.6 % ,    97.865 kPa
1310097 ,    258.78 K ,    49.6 % ,    97.870 kPa
1313101 ,    258.78 K ,    49.6 % ,    97.870 kPa
1316106 ,    258.77 K ,    49.6 % ,    97.871 kPa
1319111 ,    258.76 K ,    49.6 % ,    97.874 kPa
1322116 ,    258.75 K ,    49.6 % ,    97.871 kPa
1325120 ,    258.75 K ,    49.6 % ,    97.873 kPa
1328124 ,    258.74 K ,    49.6 % ,    97.868 kPa
1331129 ,    258.73 K ,    49.6 % ,    97.870 kPa
1334133 ,    258.73 K ,    49.6 % ,    97.869 kPa
1337139 ,    258.71 K ,    49.6 % ,    97.864 kPa
1340143 ,    258.70 K ,    49.6 % ,    97.870 kPa
1343148 ,    258.70 K ,    49.5 % ,    97.875 kPa
1346152 ,    258.70 K ,    49.5 % ,    97.872 kPa
1349156 ,    258.67 K ,    49.5 % ,    97.868 kPa
1352161 ,    258.68 K ,    49.5 % ,    97.872 kPa
1355166 ,    258.66 K ,    49.5 % ,    97.866 kPa
1358171 ,    258.66 K ,    49.5 % ,    97.863 kPa
1361175 ,    258.65 K ,    49.5 % ,    97.869 kPa
1364179 ,    258.65 K ,    49.5 % ,    97.870 kPa
1367184 ,    258.64 K ,    49.5 % ,    97.870 kPa
1370188 ,    258.63 K ,    49.5 % ,    97.874 kPa
1373194 ,    258.63 K ,    49.5 % ,    97.876 kPa
1376198 ,    258.61 K ,    49.5 % ,    97.871 kPa
1379203 ,    258.61 K ,    49.5 % ,    97.874 kPa
