Tempo relativo (ms) , Temperatura (C), Umidita (%), Pressione (hPa)
282537 ,    287.80 K ,    17.7 % ,    97.655 kPa
285542 ,    288.06 K ,    17.6 % ,    97.655 kPa
288547 ,    288.31 K ,    17.4 % ,    97.656 kPa
291552 ,    288.57 K ,    17.3 % ,    97.656 kPa
294556 ,    288.83 K ,    17.1 % ,    97.656 kPa
297561 ,    289.10 K ,    17.0 % ,    97.657 kPa
300565 ,    289.37 K ,    16.9 % ,    97.656 kPa
303569 ,    289.64 K ,    16.7 % ,    97.657 kPa
306574 ,    289.92 K ,    16.6 % ,    97.657 kPa
309578 ,    290.19 K ,    16.5 % ,    97.657 kPa
312584 ,    290.48 K ,    16.3 % ,    97.657 kPa
315588 ,    290.76 K ,    16.2 % ,    97.658 kPa
318593 ,    291.04 K ,    16.1 % ,    97.658 kPa
321597 ,    291.33 K ,    15.9 % ,    97.659 kPa
324601 ,    291.61 K ,    15.8 % ,    97.659 kPa
327606 ,    291.90 K ,    15.7 % ,    97.659 kPa
330610 ,    292.19 K ,    15.6 % ,    97.659 kPa
333615 ,    292.49 K ,    15.5 % ,    97.659 kPa
336620 ,    292.78 K ,    15.3 % ,    97.660 kPa
339624 ,    293.07 K ,    15.2 % ,    97.660 kPa
342629 ,    293.37 K ,    15.1 % ,    97.660 kPa
345633 ,    293.67 K ,    15.0 % ,    97.660 kPa
348638 ,    293.96 K ,    14.9 % ,    97.661 kPa
351642 ,    294.26 K ,    14.8 % ,    97.661 kPa
354647 ,    294.56 K ,    14.7 % ,    97.662 kPa
357651 ,    294.86 K ,    14.6 % ,    97.662 kPa
360656 ,    295.16 K ,    14.5 % ,    97.663 kPa
363661 ,    295.46 K ,    14.3 % ,    97.663 kPa
366665 ,    295.77 K ,    14.2 % ,    97.664 kPa
369670 ,    296.07 K ,    14.1 % ,    97.664 kPa
372674 ,    296.37 K ,    14.0 % ,    97.664 kPa
375678 ,    296.68 K ,    13.9 % ,    97.664 kPa
378683 ,    296.98 K ,    13.8 % ,    97.664 kPa
381688 ,    297.29 K ,    13.7 % ,    97.664 kPa
384693 ,    297.59 K ,    13.6 % ,    97.664 kPa
387697 ,    297.90 K ,    13.5 % ,    97.665 kPa
390702 ,    298.21 K ,    13.4 % ,    97.665 kPa
393706 ,    298.52 K ,    13.3 % ,    97.665 kPa
396710 ,    298.83 K ,    13.2 % ,    97.666 kPa
399715 ,    299.13 K ,    13.1 % ,    97.666 kPa
402719 ,    299.44 K ,    13.0 % ,    97.667 kPa
405725 ,    299.75 K ,    12.9 % ,    97.667 kPa
408729 ,    300.06 K ,    12.9 % ,    97.667 kPa
411734 ,    300.37 K ,    12.8 % ,    97.668 kPa
414738 ,    300.68 K ,    12.7 % ,    97.668 kPa
417742 ,    300.99 K ,    12.6 % ,    97.668 kPa
420747 ,    301.30 K ,    12.5 % ,    97.668 kPa
423751 ,    301.61 K ,    12.4 % ,    97.668 kPa
426756 ,    301.92 K ,    12.3 % ,    97.668 kPa
429761 ,    302.23 K ,    12.3 % ,    97.668 kPa
432765 ,    302.54 K ,    12.2 % ,    97.668 kPa
435770 ,    302.85 K ,    12.1 % ,    97.669 kPa
438774 ,    303.15 K ,    12.1 % ,    97.669 kPa
441779 ,    303.46 K ,    11.9 % ,    97.670 kPa
444783 ,    303.77 K ,    11.9 % ,    97.671 kPa
447788 ,    304.08 K ,    11.8 % ,    97.671 kPa
450792 ,    304.38 K ,    11.7 % ,    97.671 kPa
453797 ,    304.69 K ,    11.7 % ,    97.672 kPa
456802 ,    305.00 K ,    11.6 % ,    97.672 kPa
459806 ,    305.30 K ,    11.5 % ,    97.672 kPa
462811 ,    305.60 K ,    11.5 % ,    97.672 kPa
465815 ,    305.91 K ,    11.4 % ,    97.672 kPa
468819 ,    306.21 K ,    11.3 % ,    97.672 kPa
471824 ,    306.51 K ,    11.3 % ,    97.673 kPa
474828 ,    306.82 K ,    11.2 % ,    97.673 kPa
477834 ,    307.12 K ,    11.1 % ,    97.673 kPa
480838 ,    307.41 K ,    11.1 % ,    97.674 kPa
483843 ,    307.71 K ,    11.0 % ,    97.674 kPa
486847 ,    308.01 K ,    11.0 % ,    97.674 kPa
489851 ,    308.31 K ,    10.9 % ,    97.675 kPa
492856 ,    308.60 K ,    10.9 % ,    97.675 kPa
495860 ,    308.90 K ,    10.8 % ,    97.676 kPa
498865 ,    309.19 K ,    10.7 % ,    97.677 kPa
501870 ,    309.48 K ,    10.7 % ,    97.677 kPa
504875 ,    309.77 K ,    10.6 % ,    97.677 kPa
507879 ,    310.07 K ,    10.6 % ,    97.678 kPa
510883 ,    310.35 K ,    10.6 % ,    97.678 kPa
513888 ,    310.64 K ,    10.5 % ,    97.678 kPa
516892 ,    310.93 K ,    10.4 % ,    97.678 kPa
519897 ,    311.21 K ,    10.4 % ,    97.678 kPa
522901 ,    311.50 K ,    10.4 % ,    97.678 kPa
525906 ,    311.78 K ,    10.3 % ,    97.679 kPa
528911 ,    312.06 K ,    10.3 % ,    97.679 kPa
531915 ,    312.34 K ,    10.2 % ,    97.679 kPa
534920 ,    312.61 K ,    10.2 % ,    97.680 kPa
537924 ,    312.89 K ,    10.1 % ,    97.680 kPa
540929 ,    313.17 K ,    10.1 % ,    97.681 kPa
543933 ,    313.44 K ,    10.1 % ,    97.681 kPa
546937 ,    313.71 K ,    10.0 % ,    97.681 kPa
549943 ,    313.98 K ,    10.0 % ,    97.681 kPa
552947 ,    314.25 K ,    10.0 % ,    97.682 kPa
555952 ,    314.52 K ,    9.9 % ,    97.682 kPa
558956 ,    314.78 K ,    9.9 % ,    97.682 kPa
561960 ,    315.04 K ,    9.8 % ,    97.683 kPa
564965 ,    315.31 K ,    9.8 % ,    97.683 kPa
567969 ,    315.57 K ,    9.8 % ,    97.684 kPa
570974 ,    315.83 K ,    9.8 % ,    97.683 kPa
573978 ,    316.09 K ,    9.7 % ,    97.684 kPa
576983 ,    316.34 K ,    9.7 % ,    97.684 kPa
579988 ,    316.59 K ,    9.7 % ,    97.684 kPa
582992 ,    316.85 K ,    9.6 % ,    97.685 kPa
585997 ,    317.10 K ,    9.6 % ,    97.685 kPa
589001 ,    317.35 K ,    9.6 % ,    97.684 kPa
592006 ,    317.59 K ,    9.5 % ,    97.685 kPa
595010 ,    317.84 K ,    9.5 % ,    97.685 kPa
598014 ,    318.08 K ,    9.5 % ,    97.685 kPa
601019 ,    318.33 K ,    9.5 % ,    97.685 kPa
604023 ,    318.57 K ,    9.4 % ,    97.685 kPa
607028 ,    318.81 K ,    9.4 % ,    97.686 kPa
610032 ,    319.04 K ,    9.4 % ,    97.686 kPa
613037 ,    319.28 K ,    9.4 % ,    97.686 kPa
616042 ,    319.51 K ,    9.4 % ,    97.687 kPa
619046 ,    319.75 K ,    9.4 % ,    97.687 kPa
622051 ,    319.98 K ,    9.3 % ,    97.687 kPa
625055 ,    320.21 K ,    9.3 % ,    97.688 kPa
628060 ,    320.44 K ,    9.3 % ,    97.688 kPa
631064 ,    320.66 K ,    9.3 % ,    97.687 kPa
634068 ,    320.89 K ,    9.2 % ,    97.688 kPa
637073 ,    321.11 K ,    9.2 % ,    97.687 kPa
640077 ,    321.33 K ,    9.2 % ,    97.687 kPa
643082 ,    321.55 K ,    9.2 % ,    97.687 kPa
646086 ,    321.77 K ,    9.2 % ,    97.688 kPa
649091 ,    321.98 K ,    9.2 % ,    97.688 kPa
652096 ,    322.20 K ,    9.2 % ,    97.688 kPa
655100 ,    322.41 K ,    9.2 % ,    97.688 kPa
658105 ,    322.62 K ,    9.1 % ,    97.689 kPa
661109 ,    322.83 K ,    9.1 % ,    97.688 kPa
664114 ,    323.04 K ,    9.1 % ,    97.688 kPa
667118 ,    323.25 K ,    9.1 % ,    97.688 kPa
670123 ,    323.45 K ,    9.1 % ,    97.689 kPa
673127 ,    323.66 K ,    9.1 % ,    97.689 kPa
676131 ,    323.86 K ,    9.0 % ,    97.689 kPa
679136 ,    324.06 K ,    9.0 % ,    97.690 kPa
682140 ,    324.26 K ,    9.0 % ,    97.690 kPa
685145 ,    324.45 K ,    9.0 % ,    97.690 kPa
688149 ,    324.65 K ,    9.0 % ,    97.691 kPa
691154 ,    324.84 K ,    9.0 % ,    97.691 kPa
694159 ,    325.03 K ,    9.0 % ,    97.692 kPa
697163 ,    325.22 K ,    9.0 % ,    97.693 kPa
700168 ,    325.41 K ,    9.0 % ,    97.693 kPa
703172 ,    325.60 K ,    9.0 % ,    97.692 kPa
706177 ,    325.78 K ,    9.0 % ,    97.693 kPa
709181 ,    325.97 K ,    9.0 % ,    97.693 kPa
712185 ,    326.15 K ,    9.0 % ,    97.694 kPa
715190 ,    326.33 K ,    9.0 % ,    97.694 kPa
718194 ,    326.51 K ,    9.0 % ,    97.693 kPa
721199 ,    326.69 K ,    9.0 % ,    97.694 kPa
724203 ,    326.87 K ,    9.0 % ,    97.693 kPa
727208 ,    327.04 K ,    9.0 % ,    97.693 kPa
730213 ,    327.22 K ,    9.0 % ,    97.694 kPa
733217 ,    327.39 K ,    8.9 % ,    97.694 kPa
736222 ,    327.56 K ,    8.9 % ,    97.695 kPa
739226 ,    327.73 K ,    9.0 % ,    97.695 kPa
742231 ,    327.90 K ,    9.0 % ,    97.695 kPa
745235 ,    328.07 K ,    9.0 % ,    97.696 kPa
748239 ,    328.23 K ,    8.9 % ,    97.695 kPa
751244 ,    328.39 K ,    9.0 % ,    97.695 kPa
754248 ,    328.56 K ,    9.0 % ,    97.695 kPa
757253 ,    328.72 K ,    9.0 % ,    97.695 kPa
760257 ,    328.88 K ,    9.0 % ,    97.696 kPa
763261 ,    329.04 K ,    9.0 % ,    97.697 kPa
766267 ,    329.19 K ,    9.0 % ,    97.696 kPa
769271 ,    329.35 K ,    9.0 % ,    97.696 kPa
772276 ,    329.50 K ,    9.0 % ,    97.696 kPa
775280 ,    329.66 K ,    9.0 % ,    97.697 kPa
778285 ,    329.81 K ,    9.0 % ,    97.697 kPa
781289 ,    329.96 K ,    9.0 % ,    97.697 kPa
784293 ,    330.11 K ,    9.0 % ,    97.698 kPa
787298 ,    330.26 K ,    9.0 % ,    97.698 kPa
790302 ,    330.40 K ,    9.0 % ,    97.699 kPa
793307 ,    330.55 K ,    9.0 % ,    97.698 kPa
796311 ,    330.69 K ,    9.0 % ,    97.699 kPa
799315 ,    330.83 K ,    9.0 % ,    97.699 kPa
802320 ,    330.97 K ,    9.0 % ,    97.699 kPa
805325 ,    331.12 K ,    9.0 % ,    97.699 kPa
808330 ,    331.26 K ,    9.0 % ,    97.699 kPa
811334 ,    331.39 K ,    9.0 % ,    97.699 kPa
814339 ,    331.53 K ,    9.0 % ,    97.699 kPa
817343 ,    331.67 K ,    9.1 % ,    97.698 kPa
820347 ,    331.80 K ,    9.1 % ,    97.698 kPa
823352 ,    331.93 K ,    9.1 % ,    97.698 kPa
826356 ,    332.07 K ,    9.1 % ,    97.698 kPa
829361 ,    332.20 K ,    9.1 % ,    97.698 kPa
832365 ,    332.33 K ,    9.1 % ,    97.698 kPa
835369 ,    332.46 K ,    9.1 % ,    97.697 kPa
838374 ,    332.59 K ,    9.1 % ,    97.698 kPa
841378 ,    332.72 K ,    9.1 % ,    97.697 kPa
844384 ,    332.84 K ,    9.1 % ,    97.697 kPa
847388 ,    332.97 K ,    9.2 % ,    97.697 kPa
850393 ,    333.09 K ,    9.1 % ,    97.696 kPa
853397 ,    333.22 K ,    9.2 % ,    97.696 kPa
856401 ,    333.34 K ,    9.2 % ,    97.696 kPa
859406 ,    333.46 K ,    9.2 % ,    97.697 kPa
862410 ,    333.58 K ,    9.2 % ,    97.696 kPa
865415 ,    333.70 K ,    9.2 % ,    97.697 kPa
868419 ,    333.81 K ,    9.2 % ,    97.697 kPa
871424 ,    333.93 K ,    9.2 % ,    97.697 kPa
874428 ,    334.04 K ,    9.3 % ,    97.697 kPa
877432 ,    334.16 K ,    9.3 % ,    97.697 kPa
880438 ,    334.27 K ,    9.3 % ,    97.697 kPa
883442 ,    334.39 K ,    9.3 % ,    97.697 kPa
886447 ,    334.50 K ,    9.3 % ,    97.697 kPa
889451 ,    334.61 K ,    9.3 % ,    97.697 kPa
892455 ,    334.72 K ,    9.4 % ,    97.697 kPa
895460 ,    334.82 K ,    9.4 % ,    97.697 kPa
898464 ,    334.93 K ,    9.4 % ,    97.697 kPa
901469 ,    335.04 K ,    9.4 % ,    97.697 kPa
904473 ,    335.14 K ,    9.4 % ,    97.697 kPa
907478 ,    335.25 K ,    9.4 % ,    97.697 kPa
910482 ,    335.35 K ,    9.4 % ,    97.697 kPa
913486 ,    335.45 K ,    9.5 % ,    97.697 kPa
916492 ,    335.55 K ,    9.5 % ,    97.697 kPa
919496 ,    335.65 K ,    9.5 % ,    97.697 kPa
922501 ,    335.75 K ,    9.5 % ,    97.697 kPa
925505 ,    335.85 K ,    9.5 % ,    97.698 kPa
928509 ,    335.94 K ,    9.5 % ,    97.698 kPa
931514 ,    336.04 K ,    9.6 % ,    97.699 kPa
934518 ,    336.13 K ,    9.6 % ,    97.699 kPa
937523 ,    336.23 K ,    9.6 % ,    97.699 kPa
940527 ,    336.32 K ,    9.6 % ,    97.699 kPa
943532 ,    336.41 K ,    9.6 % ,    97.699 kPa
946536 ,    336.51 K ,    9.6 % ,    97.700 kPa
949540 ,    336.60 K ,    9.7 % ,    97.700 kPa
952545 ,    336.68 K ,    9.7 % ,    97.700 kPa
955550 ,    336.77 K ,    9.7 % ,    97.700 kPa
958555 ,    336.86 K ,    9.7 % ,    97.700 kPa
961559 ,    336.95 K ,    9.7 % ,    97.700 kPa
964563 ,    337.03 K ,    9.8 % ,    97.700 kPa
967568 ,    337.12 K ,    9.8 % ,    97.700 kPa
970572 ,    337.20 K ,    9.8 % ,    97.700 kPa
973577 ,    337.28 K ,    9.8 % ,    97.700 kPa
976581 ,    337.37 K ,    9.9 % ,    97.700 kPa
979586 ,    337.44 K ,    9.9 % ,    97.699 kPa
982590 ,    337.53 K ,    9.9 % ,    97.699 kPa
985594 ,    337.60 K ,    9.9 % ,    97.699 kPa
988599 ,    337.68 K ,    9.9 % ,    97.699 kPa
991603 ,    337.76 K ,    10.0 % ,    97.699 kPa
994609 ,    337.83 K ,    10.0 % ,    97.698 kPa
997613 ,    337.91 K ,    10.0 % ,    97.698 kPa
1000617 ,    337.98 K ,    10.0 % ,    97.698 kPa
1003622 ,    338.06 K ,    10.0 % ,    97.698 kPa
1006626 ,    338.13 K ,    10.1 % ,    97.697 kPa
1009631 ,    338.20 K ,    10.1 % ,    97.697 kPa
1012635 ,    338.28 K ,    10.1 % ,    97.697 kPa
1015641 ,    338.35 K ,    10.1 % ,    97.697 kPa
1018645 ,    338.41 K ,    10.1 % ,    97.697 kPa
1021649 ,    338.49 K ,    10.2 % ,    97.697 kPa
1024654 ,    338.55 K ,    10.2 % ,    97.696 kPa
1027658 ,    338.62 K ,    10.2 % ,    97.696 kPa
1030664 ,    338.69 K ,    10.2 % ,    97.696 kPa
1033668 ,    338.75 K ,    10.3 % ,    97.696 kPa
1036673 ,    338.82 K ,    10.3 % ,    97.696 kPa
1039677 ,    338.88 K ,    10.3 % ,    97.696 kPa
1042681 ,    338.94 K ,    10.3 % ,    97.696 kPa
1045686 ,    339.01 K ,    10.4 % ,    97.696 kPa
1048691 ,    339.07 K ,    10.4 % ,    97.695 kPa
1051696 ,    339.13 K ,    10.4 % ,    97.696 kPa
1054700 ,    339.19 K ,    10.4 % ,    97.696 kPa
1057704 ,    339.25 K ,    10.5 % ,    97.695 kPa
1060709 ,    339.31 K ,    10.5 % ,    97.695 kPa
1063713 ,    339.37 K ,    10.5 % ,    97.695 kPa
1066719 ,    339.43 K ,    10.5 % ,    97.696 kPa
1069723 ,    339.48 K ,    10.6 % ,    97.696 kPa
1072728 ,    339.54 K ,    10.6 % ,    97.695 kPa
1075732 ,    339.59 K ,    10.6 % ,    97.695 kPa
1078736 ,    339.65 K ,    10.7 % ,    97.695 kPa
1081741 ,    339.70 K ,    10.7 % ,    97.696 kPa
1084746 ,    339.76 K ,    10.7 % ,    97.695 kPa
1087751 ,    339.81 K ,    10.7 % ,    97.694 kPa
1090755 ,    339.86 K ,    10.8 % ,    97.694 kPa
1093760 ,    339.91 K ,    10.8 % ,    97.694 kPa
1096764 ,    339.96 K ,    10.8 % ,    97.694 kPa
1099768 ,    340.01 K ,    10.8 % ,    97.694 kPa
1102774 ,    340.06 K ,    10.9 % ,    97.693 kPa
1105778 ,    340.11 K ,    10.9 % ,    97.693 kPa
1108783 ,    340.16 K ,    10.9 % ,    97.693 kPa
1111787 ,    340.21 K ,    11.0 % ,    97.693 kPa
1114791 ,    340.25 K ,    11.0 % ,    97.693 kPa
1117796 ,    340.30 K ,    11.0 % ,    97.692 kPa
1120801 ,    340.34 K ,    11.1 % ,    97.692 kPa
1123806 ,    340.39 K ,    11.1 % ,    97.692 kPa
1126810 ,    340.43 K ,    11.1 % ,    97.692 kPa
1129815 ,    340.47 K ,    11.1 % ,    97.692 kPa
1132819 ,    340.52 K ,    11.2 % ,    97.692 kPa
1135823 ,    340.56 K ,    11.2 % ,    97.691 kPa
1138829 ,    340.60 K ,    11.2 % ,    97.691 kPa
1141833 ,    340.64 K ,    11.2 % ,    97.692 kPa
1144838 ,    340.68 K ,    11.3 % ,    97.692 kPa
1147842 ,    340.72 K ,    11.3 % ,    97.692 kPa
1150846 ,    340.76 K ,    11.3 % ,    97.691 kPa
1153851 ,    340.80 K ,    11.4 % ,    97.692 kPa
1156856 ,    340.84 K ,    11.4 % ,    97.691 kPa
1159861 ,    340.88 K ,    11.4 % ,    97.691 kPa
1162865 ,    340.91 K ,    11.4 % ,    97.690 kPa
1165870 ,    340.95 K ,    11.5 % ,    97.690 kPa
1168874 ,    340.99 K ,    11.5 % ,    97.690 kPa
1171878 ,    341.02 K ,    11.5 % ,    97.690 kPa
1174884 ,    341.06 K ,    11.6 % ,    97.690 kPa
1177888 ,    341.09 K ,    11.6 % ,    97.690 kPa
1180893 ,    341.13 K ,    11.7 % ,    97.690 kPa
1183897 ,    341.16 K ,    11.7 % ,    97.690 kPa
1186902 ,    341.20 K ,    11.7 % ,    97.690 kPa
1189906 ,    341.23 K ,    11.7 % ,    97.689 kPa
1192911 ,    341.26 K ,    11.8 % ,    97.689 kPa
1195916 ,    341.29 K ,    11.8 % ,    97.689 kPa
1198920 ,    341.33 K ,    11.8 % ,    97.689 kPa
1201925 ,    341.36 K ,    11.9 % ,    97.689 kPa
1204929 ,    341.39 K ,    11.9 % ,    97.689 kPa
1207933 ,    341.42 K ,    11.9 % ,    97.689 kPa
1210939 ,    341.44 K ,    12.0 % ,    97.689 kPa
1213943 ,    341.47 K ,    12.0 % ,    97.689 kPa
1216948 ,    341.50 K ,    12.0 % ,    97.689 kPa
1219952 ,    341.53 K ,    12.1 % ,    97.689 kPa
1222957 ,    341.56 K ,    12.1 % ,    97.689 kPa
1225961 ,    341.59 K ,    12.2 % ,    97.689 kPa
1228966 ,    341.61 K ,    12.2 % ,    97.689 kPa
1231971 ,    341.64 K ,    12.2 % ,    97.689 kPa
1234975 ,    341.66 K ,    12.2 % ,    97.689 kPa
1237980 ,    341.69 K ,    12.3 % ,    97.689 kPa
1240984 ,    341.71 K ,    12.3 % ,    97.689 kPa
1243988 ,    341.74 K ,    12.3 % ,    97.688 kPa
1246994 ,    341.76 K ,    12.4 % ,    97.688 kPa
1249998 ,    341.78 K ,    12.4 % ,    97.688 kPa
1253003 ,    341.80 K ,    12.4 % ,    97.688 kPa
1256007 ,    341.83 K ,    12.5 % ,    97.688 kPa
1259012 ,    341.85 K ,    12.5 % ,    97.687 kPa
1262016 ,    341.87 K ,    12.5 % ,    97.688 kPa
1265021 ,    341.89 K ,    12.6 % ,    97.688 kPa
1268026 ,    341.91 K ,    12.6 % ,    97.688 kPa
1271030 ,    341.93 K ,    12.6 % ,    97.687 kPa
1274035 ,    341.95 K ,    12.7 % ,    97.687 kPa
1277039 ,    341.97 K ,    12.7 % ,    97.687 kPa
1280044 ,    341.99 K ,    12.7 % ,    97.688 kPa
1283049 ,    342.01 K ,    12.8 % ,    97.687 kPa
1286053 ,    342.03 K ,    12.8 % ,    97.688 kPa
1289058 ,    342.04 K ,    12.8 % ,    97.688 kPa
1292062 ,    342.06 K ,    12.9 % ,    97.688 kPa
1295067 ,    342.08 K ,    12.9 % ,    97.688 kPa
1298071 ,    342.10 K ,    12.9 % ,    97.688 kPa
1301076 ,    342.11 K ,    13.0 % ,    97.688 kPa
1304081 ,    342.13 K ,    13.0 % ,    97.688 kPa
1307085 ,    342.15 K ,    13.0 % ,    97.688 kPa
1310090 ,    342.16 K ,    13.1 % ,    97.688 kPa
1313094 ,    342.18 K ,    13.1 % ,    97.688 kPa
1316099 ,    342.19 K ,    13.2 % ,    97.688 kPa
1319104 ,    342.20 K ,    13.2 % ,    97.688 kPa
1322108 ,    342.22 K ,    13.2 % ,    97.688 kPa
1325113 ,    342.23 K ,    13.3 % ,    97.688 kPa
1328117 ,    342.25 K ,    13.3 % ,    97.688 kPa
1331122 ,    342.26 K ,    13.3 % ,    97.688 kPa
1334126 ,    342.27 K ,    13.3 % ,    97.688 kPa
1337132 ,    342.28 K ,    13.4 % ,    97.688 kPa
1340136 ,    342.29 K ,    13.4 % ,    97.687 kPa
1343140 ,    342.31 K ,    13.4 % ,    97.687 kPa
1346145 ,    342.32 K ,    13.5 % ,    97.687 kPa
1349149 ,    342.33 K ,    13.5 % ,    97.687 kPa
1352154 ,    342.34 K ,    13.6 % ,    97.686 kPa
1355159 ,    342.35 K ,    13.6 % ,    97.686 kPa
1358163 ,    342.36 K ,    13.6 % ,    97.686 kPa
1361168 ,    342.37 K ,    13.7 % ,    97.686 kPa
1364172 ,    342.38 K ,    13.7 % ,    97.686 kPa
1367177 ,    342.39 K ,    13.8 % ,    97.686 kPa
1370182 ,    342.40 K ,    13.8 % ,    97.687 kPa
1373187 ,    342.40 K ,    13.8 % ,    97.686 kPa
1376191 ,    342.41 K ,    13.9 % ,    97.686 kPa
1379195 ,    342.42 K ,    13.9 % ,    97.686 kPa
