Tempo relativo (ms) , Temperatura (C), Umidita (%), Pressione (hPa)
270520 ,    292.95 K ,    51.0 % ,    98.962 kPa
273524 ,    292.96 K ,    50.9 % ,    98.962 kPa
276529 ,    292.96 K ,    51.0 % ,    98.962 kPa
279533 ,    292.96 K ,    50.9 % ,    98.962 kPa
282537 ,    292.97 K ,    50.9 % ,    98.962 kPa
285542 ,    292.97 K ,    50.9 % ,    98.963 kPa
288546 ,    292.97 K ,    50.9 % ,    98.962 kPa
291552 ,    292.98 K ,    50.9 % ,    98.963 kPa
294556 ,    292.98 K ,    50.9 % ,    98.963 kPa
297561 ,    292.98 K ,    50.9 % ,    98.963 kPa
300565 ,    292.98 K ,    50.9 % ,    98.963 kPa
303569 ,    292.99 K ,    50.9 % ,    98.963 kPa
306574 ,    292.99 K ,    50.9 % ,    98.963 kPa
309578 ,    292.99 K ,    50.9 % ,    98.962 kPa
312583 ,    292.99 K ,    50.9 % ,    98.963 kPa
315588 ,    292.99 K ,    50.9 % ,    98.963 kPa
318593 ,    292.99 K ,    50.9 % ,    98.962 kPa
321597 ,    293.00 K ,    50.9 % ,    98.962 kPa
324601 ,    293.00 K ,    50.9 % ,    98.962 kPa
327606 ,    293.00 K ,    50.9 % ,    98.962 kPa
330610 ,    293.00 K ,    50.9 % ,    98.962 kPa
333615 ,    293.00 K ,    50.9 % ,    98.961 kPa
336619 ,    293.00 K ,    50.9 % ,    98.961 kPa
339623 ,    293.00 K ,    50.9 % ,    98.961 kPa
342629 ,    293.00 K ,    50.9 % ,    98.961 kPa
345633 ,    293.01 K ,    50.9 % ,    98.962 kPa
348638 ,    293.01 K ,    50.9 % ,    98.961 kPa
351642 ,    293.01 K ,    50.9 % ,    98.961 kPa
354647 ,    293.01 K ,    50.9 % ,    98.962 kPa
357651 ,    293.01 K ,    50.9 % ,    98.962 kPa
360655 ,    293.01 K ,    50.9 % ,    98.962 kPa
363660 ,    293.01 K ,    50.9 % ,    98.962 kPa
366665 ,    293.01 K ,    50.9 % ,    98.962 kPa
369670 ,    293.01 K ,    50.9 % ,    98.962 kPa
372674 ,    293.01 K ,    50.9 % ,    98.961 kPa
375678 ,    293.01 K ,    50.9 % ,    98.961 kPa
378683 ,    293.01 K ,    50.9 % ,    98.961 kPa
381687 ,    293.01 K ,    50.9 % ,    98.961 kPa
384692 ,    293.02 K ,    50.9 % ,    98.962 kPa
387696 ,    293.02 K ,    50.9 % ,    98.962 kPa
390702 ,    293.02 K ,    50.9 % ,    98.963 kPa
393706 ,    293.02 K ,    50.9 % ,    98.963 kPa
396710 ,    293.02 K ,    50.9 % ,    98.964 kPa
399715 ,    293.02 K ,    50.9 % ,    98.964 kPa
402719 ,    293.03 K ,    50.9 % ,    98.964 kPa
405724 ,    293.03 K ,    50.9 % ,    98.965 kPa
408728 ,    293.03 K ,    50.9 % ,    98.965 kPa
411732 ,    293.03 K ,    50.9 % ,    98.965 kPa
414738 ,    293.03 K ,    50.9 % ,    98.965 kPa
417742 ,    293.03 K ,    50.9 % ,    98.964 kPa
420747 ,    293.02 K ,    50.9 % ,    98.963 kPa
423751 ,    293.02 K ,    50.9 % ,    98.963 kPa
426756 ,    293.02 K ,    50.9 % ,    98.963 kPa
429760 ,    293.02 K ,    50.9 % ,    98.963 kPa
432764 ,    293.02 K ,    50.9 % ,    98.963 kPa
435769 ,    293.02 K ,    50.9 % ,    98.963 kPa
438774 ,    293.02 K ,    50.9 % ,    98.964 kPa
441779 ,    293.02 K ,    50.9 % ,    98.963 kPa
444783 ,    293.02 K ,    50.9 % ,    98.963 kPa
447788 ,    293.02 K ,    50.9 % ,    98.963 kPa
450792 ,    293.02 K ,    50.9 % ,    98.963 kPa
453796 ,    293.02 K ,    50.9 % ,    98.964 kPa
456801 ,    293.02 K ,    50.9 % ,    98.964 kPa
459805 ,    293.02 K ,    50.9 % ,    98.964 kPa
462811 ,    293.02 K ,    50.9 % ,    98.964 kPa
465815 ,    293.02 K ,    50.9 % ,    98.964 kPa
468819 ,    293.02 K ,    50.9 % ,    98.964 kPa
471824 ,    293.02 K ,    50.9 % ,    98.965 kPa
474828 ,    293.02 K ,    50.9 % ,    98.965 kPa
477833 ,    293.02 K ,    50.9 % ,    98.966 kPa
480837 ,    293.02 K ,    50.9 % ,    98.965 kPa
483842 ,    293.02 K ,    50.9 % ,    98.965 kPa
486847 ,    293.02 K ,    50.9 % ,    98.966 kPa
489851 ,    293.02 K ,    50.9 % ,    98.966 kPa
492856 ,    293.02 K ,    50.9 % ,    98.966 kPa
495860 ,    293.02 K ,    50.9 % ,    98.966 kPa
498865 ,    293.02 K ,    50.9 % ,    98.966 kPa
501869 ,    293.01 K ,    50.9 % ,    98.965 kPa
504873 ,    293.01 K ,    50.9 % ,    98.965 kPa
507878 ,    293.01 K ,    50.9 % ,    98.965 kPa
510882 ,    293.01 K ,    50.9 % ,    98.965 kPa
513888 ,    293.01 K ,    50.9 % ,    98.965 kPa
516892 ,    293.01 K ,    50.9 % ,    98.965 kPa
519897 ,    293.00 K ,    51.0 % ,    98.965 kPa
522901 ,    293.00 K ,    51.0 % ,    98.965 kPa
525905 ,    293.00 K ,    50.9 % ,    98.965 kPa
528910 ,    293.00 K ,    51.0 % ,    98.965 kPa
531914 ,    293.00 K ,    51.0 % ,    98.966 kPa
534919 ,    293.00 K ,    51.0 % ,    98.966 kPa
537924 ,    293.01 K ,    51.0 % ,    98.967 kPa
540929 ,    293.01 K ,    51.0 % ,    98.967 kPa
543933 ,    293.01 K ,    51.0 % ,    98.968 kPa
546937 ,    293.01 K ,    51.0 % ,    98.968 kPa
549942 ,    293.01 K ,    51.0 % ,    98.968 kPa
552946 ,    293.01 K ,    51.0 % ,    98.968 kPa
555951 ,    293.00 K ,    51.0 % ,    98.968 kPa
558955 ,    293.01 K ,    51.0 % ,    98.969 kPa
561959 ,    293.01 K ,    51.0 % ,    98.969 kPa
564965 ,    293.00 K ,    51.0 % ,    98.968 kPa
567969 ,    293.02 K ,    51.0 % ,    98.974 kPa
570974 ,    293.02 K ,    51.0 % ,    98.980 kPa
573978 ,    293.02 K ,    51.0 % ,    98.980 kPa
576983 ,    293.02 K ,    51.0 % ,    98.979 kPa
579987 ,    293.02 K ,    51.0 % ,    98.979 kPa
582991 ,    293.02 K ,    51.0 % ,    98.979 kPa
585996 ,    293.02 K ,    51.0 % ,    98.980 kPa
589001 ,    293.02 K ,    51.0 % ,    98.979 kPa
592006 ,    293.02 K ,    51.0 % ,    98.979 kPa
595010 ,    293.02 K ,    51.0 % ,    98.979 kPa
598014 ,    293.02 K ,    51.0 % ,    98.979 kPa
601019 ,    293.02 K ,    51.1 % ,    98.979 kPa
604023 ,    293.03 K ,    51.1 % ,    98.979 kPa
607028 ,    293.03 K ,    51.0 % ,    98.979 kPa
610032 ,    293.02 K ,    51.0 % ,    98.979 kPa
613037 ,    293.02 K ,    51.1 % ,    98.978 kPa
616042 ,    293.02 K ,    51.1 % ,    98.978 kPa
619046 ,    293.02 K ,    51.1 % ,    98.977 kPa
622051 ,    293.02 K ,    51.1 % ,    98.977 kPa
625055 ,    293.02 K ,    51.1 % ,    98.977 kPa
628060 ,    293.02 K ,    51.1 % ,    98.977 kPa
631064 ,    293.01 K ,    51.1 % ,    98.977 kPa
634068 ,    293.01 K ,    51.1 % ,    98.976 kPa
637074 ,    293.01 K ,    51.1 % ,    98.976 kPa
640078 ,    293.00 K ,    51.1 % ,    98.975 kPa
643083 ,    293.00 K ,    51.1 % ,    98.975 kPa
646087 ,    292.99 K ,    51.1 % ,    98.974 kPa
649092 ,    292.99 K ,    51.1 % ,    98.973 kPa
652096 ,    292.99 K ,    51.1 % ,    98.973 kPa
655100 ,    292.98 K ,    51.1 % ,    98.973 kPa
658105 ,    292.98 K ,    51.1 % ,    98.973 kPa
661110 ,    292.98 K ,    51.1 % ,    98.972 kPa
664115 ,    292.98 K ,    51.1 % ,    98.973 kPa
667119 ,    292.97 K ,    51.1 % ,    98.972 kPa
670124 ,    292.97 K ,    51.1 % ,    98.972 kPa
673128 ,    292.97 K ,    51.1 % ,    98.972 kPa
676132 ,    292.96 K ,    51.1 % ,    98.971 kPa
679137 ,    292.96 K ,    51.1 % ,    98.972 kPa
682141 ,    292.96 K ,    51.1 % ,    98.971 kPa
685147 ,    292.95 K ,    51.1 % ,    98.971 kPa
688151 ,    292.95 K ,    51.2 % ,    98.971 kPa
691155 ,    292.95 K ,    51.2 % ,    98.971 kPa
694160 ,    292.94 K ,    51.2 % ,    98.970 kPa
697164 ,    292.94 K ,    51.2 % ,    98.970 kPa
700169 ,    292.94 K ,    51.2 % ,    98.969 kPa
703173 ,    292.93 K ,    51.2 % ,    98.969 kPa
706178 ,    292.93 K ,    51.2 % ,    98.970 kPa
709183 ,    292.93 K ,    51.2 % ,    98.970 kPa
712187 ,    292.93 K ,    51.2 % ,    98.970 kPa
715192 ,    292.93 K ,    51.2 % ,    98.970 kPa
718196 ,    292.93 K ,    51.2 % ,    98.970 kPa
721201 ,    292.93 K ,    51.2 % ,    98.970 kPa
724205 ,    292.93 K ,    51.2 % ,    98.969 kPa
727209 ,    292.93 K ,    51.2 % ,    98.970 kPa
730214 ,    292.92 K ,    51.2 % ,    98.969 kPa
733219 ,    292.92 K ,    51.2 % ,    98.970 kPa
736224 ,    292.91 K ,    51.2 % ,    98.972 kPa
739228 ,    292.90 K ,    51.2 % ,    98.971 kPa
742233 ,    292.90 K ,    51.2 % ,    98.971 kPa
745237 ,    292.90 K ,    51.2 % ,    98.972 kPa
748241 ,    292.90 K ,    51.2 % ,    98.971 kPa
751246 ,    292.90 K ,    51.2 % ,    98.972 kPa
754250 ,    292.90 K ,    51.2 % ,    98.971 kPa
757256 ,    292.90 K ,    51.2 % ,    98.971 kPa
760260 ,    292.90 K ,    51.2 % ,    98.971 kPa
763265 ,    292.90 K ,    51.2 % ,    98.971 kPa
766269 ,    292.90 K ,    51.2 % ,    98.971 kPa
769273 ,    292.90 K ,    51.2 % ,    98.971 kPa
772278 ,    292.90 K ,    51.2 % ,    98.971 kPa
775282 ,    292.90 K ,    51.2 % ,    98.972 kPa
778287 ,    292.90 K ,    51.2 % ,    98.972 kPa
781292 ,    292.90 K ,    51.2 % ,    98.972 kPa
784296 ,    292.90 K ,    51.3 % ,    98.972 kPa
787301 ,    292.90 K ,    51.3 % ,    98.972 kPa
790305 ,    292.90 K ,    51.2 % ,    98.972 kPa
793310 ,    292.90 K ,    51.3 % ,    98.972 kPa
796314 ,    292.90 K ,    51.3 % ,    98.972 kPa
799319 ,    292.90 K ,    51.3 % ,    98.971 kPa
802323 ,    292.90 K ,    51.3 % ,    98.972 kPa
805328 ,    292.89 K ,    51.3 % ,    98.971 kPa
808333 ,    292.89 K ,    51.3 % ,    98.971 kPa
811337 ,    292.89 K ,    51.3 % ,    98.971 kPa
814342 ,    292.89 K ,    51.3 % ,    98.971 kPa
817346 ,    292.89 K ,    51.3 % ,    98.971 kPa
820350 ,    292.89 K ,    51.3 % ,    98.971 kPa
823355 ,    292.89 K ,    51.3 % ,    98.971 kPa
826359 ,    292.89 K ,    51.3 % ,    98.971 kPa
829365 ,    292.89 K ,    51.3 % ,    98.971 kPa
832369 ,    292.89 K ,    51.3 % ,    98.970 kPa
835374 ,    292.89 K ,    51.3 % ,    98.970 kPa
838378 ,    292.89 K ,    51.3 % ,    98.971 kPa
841382 ,    292.88 K ,    51.3 % ,    98.971 kPa
844387 ,    292.88 K ,    51.3 % ,    98.971 kPa
847391 ,    292.88 K ,    51.3 % ,    98.971 kPa
850396 ,    292.88 K ,    51.3 % ,    98.971 kPa
853401 ,    292.88 K ,    51.3 % ,    98.971 kPa
856406 ,    292.88 K ,    51.3 % ,    98.971 kPa
859410 ,    292.88 K ,    51.3 % ,    98.971 kPa
862414 ,    292.88 K ,    51.3 % ,    98.971 kPa
865419 ,    292.88 K ,    51.3 % ,    98.971 kPa
868423 ,    292.88 K ,    51.3 % ,    98.971 kPa
871428 ,    292.88 K ,    51.3 % ,    98.971 kPa
874432 ,    292.88 K ,    51.3 % ,    98.971 kPa
877437 ,    292.87 K ,    51.3 % ,    98.970 kPa
880442 ,    292.87 K ,    51.3 % ,    98.970 kPa
883446 ,    292.87 K ,    51.3 % ,    98.970 kPa
886451 ,    292.87 K ,    51.3 % ,    98.970 kPa
889455 ,    292.87 K ,    51.3 % ,    98.970 kPa
892460 ,    292.87 K ,    51.8 % ,    98.970 kPa
895464 ,    292.87 K ,    52.0 % ,    98.970 kPa
898468 ,    292.88 K ,    51.6 % ,    98.971 kPa
901474 ,    292.88 K ,    51.4 % ,    98.971 kPa
904478 ,    292.88 K ,    51.2 % ,    98.971 kPa
907483 ,    292.88 K ,    51.0 % ,    98.970 kPa
910487 ,    292.89 K ,    50.9 % ,    98.971 kPa
913491 ,    292.89 K ,    50.6 % ,    98.970 kPa
916496 ,    292.89 K ,    50.1 % ,    98.970 kPa
919500 ,    292.89 K ,    49.6 % ,    98.971 kPa
922505 ,    292.90 K ,    49.1 % ,    98.971 kPa
925510 ,    292.90 K ,    48.6 % ,    98.971 kPa
928515 ,    292.90 K ,    48.2 % ,    98.971 kPa
931519 ,    292.90 K ,    47.8 % ,    98.971 kPa
934523 ,    292.91 K ,    47.5 % ,    98.971 kPa
937528 ,    292.91 K ,    47.2 % ,    98.970 kPa
940532 ,    292.91 K ,    46.9 % ,    98.970 kPa
943537 ,    292.91 K ,    46.7 % ,    98.970 kPa
946541 ,    292.92 K ,    46.4 % ,    98.970 kPa
949547 ,    292.92 K ,    46.2 % ,    98.970 kPa
952551 ,    292.92 K ,    46.0 % ,    98.970 kPa
955555 ,    292.92 K ,    45.8 % ,    98.970 kPa
958560 ,    292.93 K ,    45.6 % ,    98.969 kPa
961564 ,    292.93 K ,    45.4 % ,    98.969 kPa
964569 ,    292.93 K ,    45.2 % ,    98.970 kPa
967573 ,    292.93 K ,    45.0 % ,    98.969 kPa
970577 ,    292.94 K ,    44.9 % ,    98.969 kPa
973582 ,    292.94 K ,    44.7 % ,    98.969 kPa
976587 ,    292.94 K ,    44.5 % ,    98.969 kPa
979592 ,    292.99 K ,    44.3 % ,    98.969 kPa
982596 ,    292.99 K ,    44.1 % ,    98.969 kPa
985601 ,    292.98 K ,    43.9 % ,    98.968 kPa
988605 ,    292.99 K ,    43.7 % ,    98.969 kPa
991609 ,    292.99 K ,    43.5 % ,    98.968 kPa
994614 ,    292.99 K ,    43.4 % ,    98.968 kPa
997618 ,    292.99 K ,    43.3 % ,    98.968 kPa
1000624 ,    292.99 K ,    43.2 % ,    98.968 kPa
1003628 ,    292.99 K ,    42.9 % ,    98.967 kPa
1006632 ,    292.99 K ,    42.7 % ,    98.967 kPa
1009637 ,    292.99 K ,    42.4 % ,    98.967 kPa
1012641 ,    292.99 K ,    42.2 % ,    98.967 kPa
1015646 ,    292.99 K ,    42.1 % ,    98.967 kPa
1018651 ,    292.99 K ,    42.0 % ,    98.967 kPa
1021656 ,    292.99 K ,    41.8 % ,    98.967 kPa
1024660 ,    292.99 K ,    41.7 % ,    98.966 kPa
1027664 ,    292.99 K ,    41.6 % ,    98.966 kPa
1030669 ,    292.99 K ,    41.4 % ,    98.967 kPa
1033673 ,    292.99 K ,    41.3 % ,    98.966 kPa
1036679 ,    293.00 K ,    41.1 % ,    98.966 kPa
1039683 ,    293.00 K ,    41.0 % ,    98.966 kPa
1042688 ,    293.00 K ,    40.9 % ,    98.966 kPa
1045692 ,    293.00 K ,    40.7 % ,    98.966 kPa
1048696 ,    293.00 K ,    40.6 % ,    98.965 kPa
1051701 ,    293.00 K ,    40.4 % ,    98.966 kPa
1054706 ,    293.00 K ,    40.2 % ,    98.965 kPa
1057711 ,    293.03 K ,    40.1 % ,    98.967 kPa
1060715 ,    293.01 K ,    40.0 % ,    98.966 kPa
1063719 ,    293.01 K ,    39.8 % ,    98.966 kPa
1066724 ,    293.01 K ,    39.7 % ,    98.966 kPa
1069728 ,    293.01 K ,    39.5 % ,    98.966 kPa
1072734 ,    293.01 K ,    39.4 % ,    98.966 kPa
1075738 ,    293.01 K ,    39.2 % ,    98.962 kPa
1078743 ,    293.01 K ,    39.1 % ,    98.967 kPa
1081747 ,    293.01 K ,    39.0 % ,    98.967 kPa
1084751 ,    293.01 K ,    38.8 % ,    98.966 kPa
1087756 ,    293.01 K ,    38.7 % ,    98.966 kPa
1090761 ,    293.01 K ,    38.6 % ,    98.966 kPa
1093766 ,    293.03 K ,    38.5 % ,    98.970 kPa
1096770 ,    293.02 K ,    38.4 % ,    98.966 kPa
1099774 ,    293.02 K ,    38.2 % ,    98.966 kPa
1102779 ,    293.02 K ,    38.2 % ,    98.965 kPa
1105783 ,    293.02 K ,    38.0 % ,    98.965 kPa
1108789 ,    293.02 K ,    37.9 % ,    98.965 kPa
1111793 ,    293.02 K ,    37.8 % ,    98.960 kPa
1114798 ,    293.01 K ,    37.7 % ,    98.956 kPa
1117802 ,    293.01 K ,    37.6 % ,    98.957 kPa
1120806 ,    293.01 K ,    37.5 % ,    98.956 kPa
1123811 ,    293.01 K ,    37.4 % ,    98.956 kPa
1126816 ,    293.01 K ,    37.3 % ,    98.957 kPa
1129821 ,    293.01 K ,    37.2 % ,    98.964 kPa
1132825 ,    293.01 K ,    37.1 % ,    98.962 kPa
1135830 ,    293.01 K ,    37.0 % ,    98.962 kPa
1138834 ,    293.01 K ,    36.9 % ,    98.962 kPa
1141838 ,    293.01 K ,    36.8 % ,    98.962 kPa
1144844 ,    293.01 K ,    36.7 % ,    98.961 kPa
1147848 ,    293.01 K ,    36.6 % ,    98.962 kPa
1150853 ,    293.01 K ,    36.6 % ,    98.962 kPa
1153857 ,    293.01 K ,    36.5 % ,    98.962 kPa
1156861 ,    293.01 K ,    36.4 % ,    98.962 kPa
1159866 ,    293.01 K ,    36.3 % ,    98.962 kPa
1162871 ,    293.01 K ,    36.2 % ,    98.962 kPa
1165876 ,    293.01 K ,    36.1 % ,    98.962 kPa
1168880 ,    293.01 K ,    36.1 % ,    98.962 kPa
1171885 ,    293.01 K ,    36.0 % ,    98.962 kPa
1174889 ,    293.01 K ,    35.9 % ,    98.962 kPa
1177893 ,    293.01 K ,    35.9 % ,    98.961 kPa
1180899 ,    293.00 K ,    35.8 % ,    98.960 kPa
1183903 ,    293.00 K ,    35.7 % ,    98.959 kPa
1186908 ,    292.99 K ,    35.6 % ,    98.959 kPa
1189912 ,    292.99 K ,    35.5 % ,    98.958 kPa
1192916 ,    292.98 K ,    35.4 % ,    98.957 kPa
1195921 ,    292.98 K ,    35.4 % ,    98.957 kPa
1198926 ,    292.98 K ,    35.3 % ,    98.956 kPa
1201931 ,    292.97 K ,    35.3 % ,    98.956 kPa
1204935 ,    292.97 K ,    35.2 % ,    98.956 kPa
1207940 ,    292.97 K ,    35.1 % ,    98.955 kPa
1210944 ,    292.96 K ,    35.1 % ,    98.954 kPa
1213948 ,    292.96 K ,    35.0 % ,    98.954 kPa
1216954 ,    292.96 K ,    35.0 % ,    98.954 kPa
1219958 ,    292.96 K ,    34.9 % ,    98.953 kPa
1222963 ,    292.95 K ,    34.8 % ,    98.953 kPa
1225967 ,    292.95 K ,    34.8 % ,    98.953 kPa
1228972 ,    292.95 K ,    34.7 % ,    98.952 kPa
1231977 ,    292.95 K ,    34.6 % ,    98.952 kPa
1234981 ,    292.95 K ,    34.6 % ,    98.952 kPa
1237986 ,    292.95 K ,    34.6 % ,    98.952 kPa
1240990 ,    292.94 K ,    34.5 % ,    98.951 kPa
1243995 ,    292.94 K ,    34.4 % ,    98.951 kPa
1246999 ,    292.94 K ,    34.4 % ,    98.950 kPa
1250004 ,    292.94 K ,    34.3 % ,    98.950 kPa
1253009 ,    292.94 K ,    34.2 % ,    98.950 kPa
1256013 ,    292.93 K ,    34.2 % ,    98.950 kPa
1259018 ,    292.93 K ,    34.2 % ,    98.949 kPa
1262022 ,    292.93 K ,    34.1 % ,    98.950 kPa
1265027 ,    292.93 K ,    34.1 % ,    98.949 kPa
1268032 ,    292.93 K ,    34.0 % ,    98.950 kPa
1271036 ,    292.93 K ,    34.0 % ,    98.950 kPa
1274041 ,    292.92 K ,    33.9 % ,    98.949 kPa
1277045 ,    292.92 K ,    33.9 % ,    98.949 kPa
1280050 ,    292.92 K ,    33.8 % ,    98.949 kPa
1283054 ,    292.92 K ,    33.7 % ,    98.949 kPa
1286060 ,    292.92 K ,    33.7 % ,    98.949 kPa
1289064 ,    292.92 K ,    33.7 % ,    98.948 kPa
1292068 ,    292.92 K ,    33.6 % ,    98.949 kPa
1295073 ,    292.91 K ,    33.6 % ,    98.948 kPa
1298077 ,    292.91 K ,    33.5 % ,    98.949 kPa
1301082 ,    292.91 K ,    33.5 % ,    98.949 kPa
1304087 ,    292.91 K ,    33.5 % ,    98.949 kPa
1307091 ,    292.91 K ,    33.4 % ,    98.949 kPa
1310096 ,    292.91 K ,    33.4 % ,    98.950 kPa
1313100 ,    292.91 K ,    33.3 % ,    98.949 kPa
1316105 ,    292.91 K ,    33.3 % ,    98.950 kPa
1319109 ,    292.90 K ,    33.2 % ,    98.949 kPa
1322115 ,    292.90 K ,    33.2 % ,    98.949 kPa
1325119 ,    292.90 K ,    33.2 % ,    98.949 kPa
1328123 ,    292.90 K ,    33.1 % ,    98.949 kPa
1331128 ,    292.90 K ,    33.1 % ,    98.950 kPa
1334132 ,    292.90 K ,    33.1 % ,    98.950 kPa
1337137 ,    292.90 K ,    33.0 % ,    98.949 kPa
1340141 ,    292.90 K ,    33.0 % ,    98.950 kPa
1343147 ,    292.89 K ,    33.0 % ,    98.950 kPa
1346151 ,    292.89 K ,    32.9 % ,    98.949 kPa
1349155 ,    292.89 K ,    32.9 % ,    98.949 kPa
1352160 ,    292.89 K ,    32.8 % ,    98.949 kPa
1355164 ,    292.89 K ,    32.8 % ,    98.949 kPa
1358169 ,    292.88 K ,    32.8 % ,    98.949 kPa
1361174 ,    292.88 K ,    32.7 % ,    98.949 kPa
1364178 ,    292.88 K ,    32.7 % ,    98.949 kPa
1367183 ,    292.88 K ,    32.7 % ,    98.949 kPa
1370187 ,    292.88 K ,    32.6 % ,    98.949 kPa
1373192 ,    292.87 K ,    32.6 % ,    98.949 kPa
1376196 ,    292.87 K ,    32.6 % ,    98.949 kPa
1379202 ,    292.87 K ,    32.5 % ,    98.949 kPa
