Tempo relativo (ms) , Temperatura (C), Umidita (%), Pressione (hPa)
86693 ,    277.77 K ,    2.3 % ,    92.389 kPa
87699 ,    277.70 K ,    2.3 % ,    92.378 kPa
88706 ,    277.63 K ,    2.3 % ,    92.358 kPa
89712 ,    277.53 K ,    2.3 % ,    92.321 kPa
90719 ,    277.41 K ,    2.3 % ,    92.288 kPa
91725 ,    277.38 K ,    2.3 % ,    92.265 kPa
92731 ,    277.32 K ,    2.3 % ,    92.248 kPa
93737 ,    277.24 K ,    2.4 % ,    92.232 kPa
94744 ,    277.17 K ,    2.3 % ,    92.215 kPa
95751 ,    277.10 K ,    2.4 % ,    92.201 kPa
96756 ,    277.04 K ,    2.4 % ,    92.181 kPa
97763 ,    276.98 K ,    2.4 % ,    92.158 kPa
98769 ,    276.91 K ,    2.8 % ,    92.136 kPa
99776 ,    276.82 K ,    2.4 % ,    92.110 kPa
100782 ,    276.75 K ,    2.4 % ,    92.091 kPa
101788 ,    276.71 K ,    2.4 % ,    92.074 kPa
102795 ,    276.67 K ,    2.4 % ,    92.065 kPa
103801 ,    276.62 K ,    2.4 % ,    92.055 kPa
104808 ,    276.55 K ,    2.4 % ,    92.039 kPa
105815 ,    276.50 K ,    2.4 % ,    92.021 kPa
106820 ,    276.42 K ,    2.4 % ,    91.986 kPa
107827 ,    276.36 K ,    2.4 % ,    91.966 kPa
108833 ,    276.31 K ,    2.4 % ,    91.953 kPa
109840 ,    276.24 K ,    2.4 % ,    91.940 kPa
110846 ,    276.17 K ,    2.4 % ,    91.927 kPa
111852 ,    276.12 K ,    2.4 % ,    91.916 kPa
112859 ,    276.02 K ,    2.4 % ,    91.887 kPa
113865 ,    275.96 K ,    2.4 % ,    91.863 kPa
114872 ,    275.90 K ,    2.4 % ,    91.849 kPa
115878 ,    275.86 K ,    2.5 % ,    91.835 kPa
116884 ,    275.78 K ,    2.5 % ,    91.821 kPa
117891 ,    275.71 K ,    2.5 % ,    91.807 kPa
118897 ,    275.68 K ,    2.5 % ,    91.797 kPa
119904 ,    275.58 K ,    2.5 % ,    91.771 kPa
120910 ,    275.51 K ,    2.5 % ,    91.755 kPa
121916 ,    275.46 K ,    2.5 % ,    91.737 kPa
122923 ,    275.41 K ,    2.5 % ,    91.720 kPa
123929 ,    275.34 K ,    2.5 % ,    91.707 kPa
124936 ,    275.27 K ,    2.5 % ,    91.691 kPa
125942 ,    275.18 K ,    2.5 % ,    91.677 kPa
126948 ,    275.13 K ,    2.5 % ,    91.671 kPa
127954 ,    275.06 K ,    2.5 % ,    91.653 kPa
128961 ,    275.03 K ,    2.5 % ,    91.648 kPa
129968 ,    274.94 K ,    2.5 % ,    91.629 kPa
130974 ,    274.89 K ,    2.5 % ,    91.613 kPa
131980 ,    274.82 K ,    2.5 % ,    91.596 kPa
132986 ,    274.76 K ,    2.6 % ,    91.584 kPa
133993 ,    274.69 K ,    2.6 % ,    91.569 kPa
135000 ,    274.65 K ,    2.6 % ,    91.563 kPa
136006 ,    274.58 K ,    2.6 % ,    91.549 kPa
137012 ,    274.54 K ,    2.6 % ,    91.539 kPa
138018 ,    274.45 K ,    2.6 % ,    91.519 kPa
139025 ,    274.38 K ,    2.6 % ,    91.507 kPa
140032 ,    274.34 K ,    2.6 % ,    91.499 kPa
141038 ,    274.28 K ,    2.6 % ,    91.488 kPa
142044 ,    274.22 K ,    2.6 % ,    91.477 kPa
143050 ,    274.16 K ,    2.6 % ,    91.466 kPa
144057 ,    274.09 K ,    2.6 % ,    91.454 kPa
145063 ,    274.03 K ,    2.6 % ,    91.445 kPa
146070 ,    273.99 K ,    2.6 % ,    91.437 kPa
147076 ,    273.92 K ,    2.6 % ,    91.426 kPa
148082 ,    273.88 K ,    2.6 % ,    91.413 kPa
149089 ,    273.81 K ,    2.6 % ,    91.402 kPa
150095 ,    273.77 K ,    2.6 % ,    91.386 kPa
151102 ,    273.70 K ,    2.6 % ,    91.360 kPa
152108 ,    273.64 K ,    2.6 % ,    91.341 kPa
153114 ,    273.59 K ,    2.7 % ,    91.322 kPa
154121 ,    273.54 K ,    2.6 % ,    91.305 kPa
155127 ,    273.48 K ,    2.6 % ,    91.298 kPa
156134 ,    273.45 K ,    2.6 % ,    91.293 kPa
157139 ,    273.37 K ,    2.6 % ,    91.275 kPa
158146 ,    273.30 K ,    2.6 % ,    91.263 kPa
159153 ,    273.28 K ,    2.7 % ,    91.252 kPa
160159 ,    273.22 K ,    2.7 % ,    91.241 kPa
161166 ,    273.17 K ,    2.7 % ,    91.224 kPa
162172 ,    273.14 K ,    2.7 % ,    91.215 kPa
163178 ,    273.05 K ,    2.7 % ,    91.192 kPa
164185 ,    273.00 K ,    2.7 % ,    91.174 kPa
165191 ,    272.97 K ,    2.7 % ,    91.158 kPa
166198 ,    272.90 K ,    2.7 % ,    91.136 kPa
167204 ,    272.85 K ,    2.7 % ,    91.136 kPa
168210 ,    272.81 K ,    2.7 % ,    91.131 kPa
169217 ,    272.72 K ,    2.7 % ,    91.115 kPa
170223 ,    272.67 K ,    2.7 % ,    91.104 kPa
171230 ,    272.65 K ,    2.7 % ,    91.099 kPa
172236 ,    272.59 K ,    2.7 % ,    91.086 kPa
173243 ,    272.55 K ,    2.7 % ,    91.070 kPa
174248 ,    272.50 K ,    2.7 % ,    91.053 kPa
175255 ,    272.43 K ,    2.7 % ,    91.029 kPa
176262 ,    272.38 K ,    2.7 % ,    91.009 kPa
177268 ,    272.33 K ,    2.7 % ,    90.996 kPa
178275 ,    272.29 K ,    2.7 % ,    90.979 kPa
179280 ,    272.26 K ,    2.7 % ,    90.977 kPa
180287 ,    272.20 K ,    2.7 % ,    90.965 kPa
181294 ,    272.16 K ,    2.8 % ,    90.951 kPa
182300 ,    272.14 K ,    2.7 % ,    90.944 kPa
183307 ,    272.11 K ,    2.7 % ,    90.932 kPa
184312 ,    272.08 K ,    2.8 % ,    90.915 kPa
185319 ,    272.06 K ,    2.8 % ,    90.897 kPa
186326 ,    272.00 K ,    2.8 % ,    90.866 kPa
187332 ,    271.97 K ,    2.8 % ,    90.843 kPa
188339 ,    271.91 K ,    2.8 % ,    90.820 kPa
189345 ,    271.90 K ,    2.8 % ,    90.817 kPa
190351 ,    271.86 K ,    2.8 % ,    90.821 kPa
191357 ,    271.83 K ,    2.8 % ,    90.822 kPa
192364 ,    271.80 K ,    2.8 % ,    90.812 kPa
193371 ,    271.76 K ,    2.8 % ,    90.807 kPa
194377 ,    271.71 K ,    2.8 % ,    90.762 kPa
195383 ,    271.68 K ,    2.8 % ,    90.739 kPa
196389 ,    271.64 K ,    2.8 % ,    90.729 kPa
197396 ,    271.62 K ,    2.8 % ,    90.737 kPa
198403 ,    271.59 K ,    2.8 % ,    90.746 kPa
199409 ,    271.53 K ,    2.8 % ,    90.732 kPa
200415 ,    271.47 K ,    2.8 % ,    90.693 kPa
201421 ,    271.44 K ,    2.8 % ,    90.687 kPa
202428 ,    271.41 K ,    2.8 % ,    90.689 kPa
203435 ,    271.36 K ,    2.8 % ,    90.685 kPa
204441 ,    271.33 K ,    2.8 % ,    90.688 kPa
205448 ,    271.28 K ,    2.8 % ,    90.676 kPa
206453 ,    271.25 K ,    2.8 % ,    90.677 kPa
207460 ,    271.20 K ,    2.8 % ,    90.670 kPa
208466 ,    271.17 K ,    2.8 % ,    90.659 kPa
209473 ,    271.14 K ,    2.8 % ,    90.644 kPa
210480 ,    271.09 K ,    2.8 % ,    90.622 kPa
211485 ,    271.07 K ,    2.8 % ,    90.607 kPa
212492 ,    271.02 K ,    2.8 % ,    90.594 kPa
213498 ,    270.97 K ,    2.9 % ,    90.594 kPa
214505 ,    270.94 K ,    2.9 % ,    90.587 kPa
215512 ,    270.91 K ,    2.9 % ,    90.574 kPa
216517 ,    270.87 K ,    2.9 % ,    90.549 kPa
217524 ,    270.83 K ,    2.9 % ,    90.520 kPa
218530 ,    270.81 K ,    2.9 % ,    90.501 kPa
219537 ,    270.75 K ,    2.9 % ,    90.505 kPa
220544 ,    270.71 K ,    2.9 % ,    90.509 kPa
221550 ,    270.67 K ,    2.9 % ,    90.507 kPa
222556 ,    270.66 K ,    2.9 % ,    90.505 kPa
223562 ,    270.62 K ,    2.9 % ,    90.478 kPa
224569 ,    270.57 K ,    2.9 % ,    90.459 kPa
225575 ,    270.53 K ,    2.9 % ,    90.439 kPa
226582 ,    270.49 K ,    2.9 % ,    90.444 kPa
227588 ,    270.45 K ,    2.9 % ,    90.455 kPa
228594 ,    270.41 K ,    2.9 % ,    90.445 kPa
229601 ,    270.38 K ,    2.9 % ,    90.437 kPa
230607 ,    270.35 K ,    2.9 % ,    90.449 kPa
231614 ,    270.30 K ,    2.9 % ,    90.444 kPa
232621 ,    270.26 K ,    2.9 % ,    90.399 kPa
233626 ,    270.21 K ,    2.9 % ,    90.391 kPa
234633 ,    270.19 K ,    2.9 % ,    90.385 kPa
235639 ,    270.15 K ,    2.9 % ,    90.365 kPa
236646 ,    270.12 K ,    2.9 % ,    90.343 kPa
237652 ,    270.09 K ,    2.9 % ,    90.335 kPa
238658 ,    270.05 K ,    2.9 % ,    90.341 kPa
239665 ,    270.01 K ,    2.9 % ,    90.329 kPa
240671 ,    269.97 K ,    2.9 % ,    90.312 kPa
241678 ,    269.94 K ,    2.9 % ,    90.310 kPa
242684 ,    269.91 K ,    2.9 % ,    90.307 kPa
243691 ,    269.87 K ,    3.0 % ,    90.307 kPa
244697 ,    269.81 K ,    2.9 % ,    90.278 kPa
245703 ,    269.78 K ,    2.9 % ,    90.254 kPa
246710 ,    269.77 K ,    3.0 % ,    90.246 kPa
247716 ,    269.72 K ,    2.9 % ,    90.260 kPa
248723 ,    269.68 K ,    2.9 % ,    90.261 kPa
249730 ,    269.67 K ,    2.9 % ,    90.268 kPa
250735 ,    269.63 K ,    3.0 % ,    90.271 kPa
251742 ,    269.59 K ,    3.0 % ,    90.254 kPa
252748 ,    269.55 K ,    3.0 % ,    90.232 kPa
253755 ,    269.52 K ,    3.0 % ,    90.210 kPa
254761 ,    269.50 K ,    3.0 % ,    90.194 kPa
255767 ,    269.45 K ,    3.0 % ,    90.178 kPa
256774 ,    269.41 K ,    3.0 % ,    90.181 kPa
257780 ,    269.38 K ,    3.0 % ,    90.177 kPa
258787 ,    269.35 K ,    3.0 % ,    90.170 kPa
259793 ,    269.32 K ,    3.0 % ,    90.163 kPa
260800 ,    269.27 K ,    3.0 % ,    90.159 kPa
261806 ,    269.24 K ,    3.0 % ,    90.159 kPa
262812 ,    269.23 K ,    3.0 % ,    90.153 kPa
263819 ,    269.19 K ,    3.0 % ,    90.132 kPa
264825 ,    269.15 K ,    3.0 % ,    90.112 kPa
265832 ,    269.11 K ,    3.0 % ,    90.095 kPa
266839 ,    269.08 K ,    3.0 % ,    90.082 kPa
267844 ,    269.05 K ,    3.0 % ,    90.077 kPa
268851 ,    269.02 K ,    3.0 % ,    90.090 kPa
269857 ,    268.97 K ,    3.0 % ,    90.094 kPa
270864 ,    268.94 K ,    3.0 % ,    90.101 kPa
271870 ,    268.90 K ,    3.0 % ,    90.099 kPa
272876 ,    268.87 K ,    3.0 % ,    90.096 kPa
273883 ,    268.86 K ,    3.0 % ,    90.096 kPa
274889 ,    268.81 K ,    3.0 % ,    90.092 kPa
275896 ,    268.77 K ,    3.0 % ,    90.076 kPa
276902 ,    268.72 K ,    3.0 % ,    90.074 kPa
277908 ,    268.69 K ,    3.0 % ,    90.057 kPa
278915 ,    268.68 K ,    3.0 % ,    90.021 kPa
279921 ,    268.64 K ,    3.0 % ,    90.014 kPa
280928 ,    268.60 K ,    3.0 % ,    90.004 kPa
281934 ,    268.56 K ,    3.0 % ,    90.001 kPa
282941 ,    268.54 K ,    3.0 % ,    90.000 kPa
283947 ,    268.49 K ,    3.1 % ,    89.990 kPa
284953 ,    268.47 K ,    3.0 % ,    89.981 kPa
285960 ,    268.44 K ,    3.1 % ,    89.968 kPa
286966 ,    268.41 K ,    3.1 % ,    89.966 kPa
287973 ,    268.38 K ,    3.1 % ,    89.966 kPa
288978 ,    268.35 K ,    3.1 % ,    89.976 kPa
289985 ,    268.30 K ,    3.1 % ,    89.989 kPa
290992 ,    268.29 K ,    3.1 % ,    89.983 kPa
291998 ,    268.26 K ,    3.1 % ,    89.970 kPa
293005 ,    268.22 K ,    3.1 % ,    89.949 kPa
294011 ,    268.19 K ,    3.1 % ,    89.921 kPa
295017 ,    268.17 K ,    3.1 % ,    89.917 kPa
296024 ,    268.14 K ,    3.1 % ,    89.920 kPa
297030 ,    268.10 K ,    3.1 % ,    89.922 kPa
298037 ,    268.07 K ,    3.1 % ,    89.904 kPa
299043 ,    268.03 K ,    3.1 % ,    89.885 kPa
300050 ,    268.01 K ,    3.1 % ,    89.873 kPa
301056 ,    267.99 K ,    3.1 % ,    89.869 kPa
302062 ,    267.96 K ,    3.1 % ,    89.876 kPa
303069 ,    267.92 K ,    3.1 % ,    89.878 kPa
304075 ,    267.90 K ,    3.1 % ,    89.882 kPa
305082 ,    267.86 K ,    3.1 % ,    89.884 kPa
306088 ,    267.82 K ,    3.1 % ,    89.876 kPa
307094 ,    267.80 K ,    3.1 % ,    89.873 kPa
308101 ,    267.77 K ,    3.1 % ,    89.867 kPa
309107 ,    267.75 K ,    3.1 % ,    89.857 kPa
310114 ,    267.70 K ,    3.1 % ,    89.841 kPa
311120 ,    267.68 K ,    3.1 % ,    89.848 kPa
312127 ,    267.65 K ,    3.1 % ,    89.834 kPa
313133 ,    267.61 K ,    3.1 % ,    89.828 kPa
314139 ,    267.58 K ,    3.1 % ,    89.824 kPa
315146 ,    267.55 K ,    3.1 % ,    89.810 kPa
316152 ,    267.54 K ,    3.1 % ,    89.795 kPa
317159 ,    267.49 K ,    3.1 % ,    89.787 kPa
318164 ,    267.46 K ,    3.1 % ,    89.789 kPa
319171 ,    267.45 K ,    3.1 % ,    89.796 kPa
320178 ,    267.41 K ,    3.1 % ,    89.790 kPa
321184 ,    267.37 K ,    3.1 % ,    89.784 kPa
322191 ,    267.35 K ,    3.1 % ,    89.777 kPa
323197 ,    267.31 K ,    3.1 % ,    89.764 kPa
324203 ,    267.28 K ,    3.2 % ,    89.766 kPa
325210 ,    267.26 K ,    3.1 % ,    89.765 kPa
326216 ,    267.24 K ,    3.1 % ,    89.750 kPa
327223 ,    267.21 K ,    3.2 % ,    89.742 kPa
328229 ,    267.18 K ,    3.1 % ,    89.747 kPa
329236 ,    267.15 K ,    3.1 % ,    89.736 kPa
330242 ,    267.12 K ,    3.1 % ,    89.711 kPa
331248 ,    267.09 K ,    3.2 % ,    89.703 kPa
332255 ,    267.07 K ,    3.2 % ,    89.689 kPa
333261 ,    267.04 K ,    3.2 % ,    89.692 kPa
334268 ,    267.01 K ,    3.2 % ,    89.702 kPa
335275 ,    267.00 K ,    3.1 % ,    89.701 kPa
336280 ,    266.95 K ,    3.2 % ,    89.687 kPa
337287 ,    266.94 K ,    3.2 % ,    89.681 kPa
338293 ,    266.92 K ,    3.2 % ,    89.687 kPa
339300 ,    266.89 K ,    3.2 % ,    89.666 kPa
340306 ,    266.87 K ,    3.2 % ,    89.647 kPa
341312 ,    266.85 K ,    3.2 % ,    89.641 kPa
342319 ,    266.82 K ,    3.2 % ,    89.647 kPa
343325 ,    266.78 K ,    3.2 % ,    89.656 kPa
344332 ,    266.75 K ,    3.2 % ,    89.660 kPa
345338 ,    266.75 K ,    3.2 % ,    89.659 kPa
346345 ,    266.72 K ,    3.2 % ,    89.647 kPa
347351 ,    266.71 K ,    3.2 % ,    89.631 kPa
348357 ,    266.68 K ,    3.2 % ,    89.611 kPa
349364 ,    266.65 K ,    3.2 % ,    89.600 kPa
350370 ,    266.63 K ,    3.2 % ,    89.615 kPa
351377 ,    266.59 K ,    3.2 % ,    89.619 kPa
352384 ,    266.56 K ,    3.2 % ,    89.626 kPa
353389 ,    266.54 K ,    3.2 % ,    89.620 kPa
354396 ,    266.52 K ,    3.2 % ,    89.606 kPa
355402 ,    266.51 K ,    3.2 % ,    89.600 kPa
356409 ,    266.46 K ,    3.2 % ,    89.580 kPa
357415 ,    266.46 K ,    3.2 % ,    89.570 kPa
358422 ,    266.43 K ,    3.2 % ,    89.563 kPa
359428 ,    266.40 K ,    3.2 % ,    89.558 kPa
360434 ,    266.38 K ,    3.2 % ,    89.550 kPa
361441 ,    266.35 K ,    3.2 % ,    89.538 kPa
362447 ,    266.33 K ,    3.2 % ,    89.536 kPa
363454 ,    266.30 K ,    3.2 % ,    89.550 kPa
364460 ,    266.28 K ,    3.2 % ,    89.560 kPa
365466 ,    266.25 K ,    3.2 % ,    89.561 kPa
366473 ,    266.24 K ,    3.2 % ,    89.559 kPa
367479 ,    266.22 K ,    3.2 % ,    89.544 kPa
368486 ,    266.20 K ,    3.2 % ,    89.541 kPa
369492 ,    266.17 K ,    3.2 % ,    89.534 kPa
370498 ,    266.15 K ,    3.2 % ,    89.512 kPa
371505 ,    266.13 K ,    3.2 % ,    89.491 kPa
372511 ,    266.10 K ,    3.2 % ,    89.475 kPa
373518 ,    266.07 K ,    3.2 % ,    89.478 kPa
374524 ,    266.05 K ,    3.2 % ,    89.483 kPa
375531 ,    266.03 K ,    3.2 % ,    89.490 kPa
376537 ,    265.99 K ,    3.2 % ,    89.507 kPa
377543 ,    265.97 K ,    3.2 % ,    89.514 kPa
378550 ,    265.96 K ,    3.2 % ,    89.511 kPa
379556 ,    265.93 K ,    3.2 % ,    89.508 kPa
380563 ,    265.92 K ,    3.2 % ,    89.515 kPa
381569 ,    265.90 K ,    3.2 % ,    89.518 kPa
382575 ,    265.87 K ,    3.2 % ,    89.521 kPa
383582 ,    265.84 K ,    3.2 % ,    89.495 kPa
384588 ,    265.81 K ,    3.3 % ,    89.467 kPa
385595 ,    265.80 K ,    3.3 % ,    89.460 kPa
386601 ,    265.78 K ,    3.2 % ,    89.439 kPa
387607 ,    265.75 K ,    3.2 % ,    89.443 kPa
388614 ,    265.73 K ,    3.3 % ,    89.450 kPa
389620 ,    265.70 K ,    3.2 % ,    89.459 kPa
390627 ,    265.68 K ,    3.2 % ,    89.447 kPa
391633 ,    265.66 K ,    3.2 % ,    89.449 kPa
392640 ,    265.63 K ,    3.3 % ,    89.446 kPa
393646 ,    265.60 K ,    3.3 % ,    89.448 kPa
394652 ,    265.59 K ,    3.3 % ,    89.435 kPa
395659 ,    265.58 K ,    3.2 % ,    89.418 kPa
396665 ,    265.56 K ,    3.9 % ,    89.403 kPa
397672 ,    265.53 K ,    3.3 % ,    89.397 kPa
398679 ,    265.50 K ,    3.2 % ,    89.400 kPa
399684 ,    265.49 K ,    3.3 % ,    89.409 kPa
400691 ,    265.47 K ,    3.3 % ,    89.420 kPa
401697 ,    265.47 K ,    3.3 % ,    89.423 kPa
402704 ,    265.42 K ,    3.3 % ,    89.414 kPa
403710 ,    265.41 K ,    3.3 % ,    89.424 kPa
404716 ,    265.40 K ,    3.3 % ,    89.416 kPa
405723 ,    265.38 K ,    3.3 % ,    89.388 kPa
406729 ,    265.36 K ,    3.3 % ,    89.372 kPa
407736 ,    265.34 K ,    3.3 % ,    89.362 kPa
408742 ,    265.31 K ,    3.3 % ,    89.361 kPa
409749 ,    265.29 K ,    3.3 % ,    89.354 kPa
410755 ,    265.27 K ,    3.3 % ,    89.364 kPa
411761 ,    265.24 K ,    3.3 % ,    89.368 kPa
412768 ,    265.22 K ,    3.3 % ,    89.373 kPa
413774 ,    265.20 K ,    3.3 % ,    89.365 kPa
414781 ,    265.19 K ,    3.3 % ,    89.360 kPa
415788 ,    265.17 K ,    3.3 % ,    89.362 kPa
416793 ,    265.16 K ,    3.3 % ,    89.353 kPa
417800 ,    265.12 K ,    3.3 % ,    89.351 kPa
418806 ,    265.11 K ,    3.3 % ,    89.351 kPa
419813 ,    265.09 K ,    3.3 % ,    89.329 kPa
420819 ,    265.06 K ,    3.3 % ,    89.317 kPa
421826 ,    265.03 K ,    3.3 % ,    89.321 kPa
422832 ,    265.02 K ,    3.3 % ,    89.324 kPa
423838 ,    265.00 K ,    3.3 % ,    89.323 kPa
424845 ,    264.99 K ,    3.3 % ,    89.309 kPa
425851 ,    264.96 K ,    3.3 % ,    89.303 kPa
426858 ,    264.94 K ,    3.3 % ,    89.299 kPa
427864 ,    264.93 K ,    3.3 % ,    89.287 kPa
428870 ,    264.91 K ,    3.3 % ,    89.272 kPa
429877 ,    264.89 K ,    3.3 % ,    89.263 kPa
430883 ,    264.86 K ,    3.3 % ,    89.272 kPa
431890 ,    264.84 K ,    3.3 % ,    89.284 kPa
432897 ,    264.83 K ,    3.3 % ,    89.283 kPa
433902 ,    264.81 K ,    3.3 % ,    89.277 kPa
434909 ,    264.80 K ,    3.3 % ,    89.269 kPa
435915 ,    264.78 K ,    3.3 % ,    89.266 kPa
436922 ,    264.78 K ,    3.3 % ,    89.260 kPa
437928 ,    264.74 K ,    3.3 % ,    89.249 kPa
438935 ,    264.73 K ,    3.3 % ,    89.252 kPa
439941 ,    264.71 K ,    3.3 % ,    89.254 kPa
440947 ,    264.69 K ,    3.3 % ,    89.246 kPa
441954 ,    264.68 K ,    3.3 % ,    89.234 kPa
442960 ,    264.66 K ,    3.3 % ,    89.222 kPa
443967 ,    264.63 K ,    3.3 % ,    89.214 kPa
444974 ,    264.62 K ,    3.3 % ,    89.203 kPa
445979 ,    264.60 K ,    3.3 % ,    89.207 kPa
446986 ,    264.58 K ,    3.3 % ,    89.209 kPa
447992 ,    264.56 K ,    3.3 % ,    89.206 kPa
448999 ,    264.54 K ,    3.3 % ,    89.203 kPa
450006 ,    264.52 K ,    3.3 % ,    89.201 kPa
451011 ,    264.51 K ,    3.3 % ,    89.209 kPa
452018 ,    264.49 K ,    3.3 % ,    89.224 kPa
453024 ,    264.47 K ,    3.3 % ,    89.236 kPa
454031 ,    264.45 K ,    3.3 % ,    89.231 kPa
455037 ,    264.44 K ,    3.3 % ,    89.229 kPa
456044 ,    264.42 K ,    3.3 % ,    89.224 kPa
457050 ,    264.40 K ,    3.3 % ,    89.214 kPa
458056 ,    264.38 K ,    3.3 % ,    89.207 kPa
459063 ,    264.35 K ,    3.3 % ,    89.201 kPa
460069 ,    264.35 K ,    3.3 % ,    89.193 kPa
461076 ,    264.32 K ,    3.3 % ,    89.183 kPa
462083 ,    264.31 K ,    3.3 % ,    89.174 kPa
463088 ,    264.29 K ,    3.3 % ,    89.175 kPa
464095 ,    264.28 K ,    3.3 % ,    89.179 kPa
465101 ,    264.25 K ,    3.3 % ,    89.174 kPa
466108 ,    264.23 K ,    3.3 % ,    89.163 kPa
467115 ,    264.21 K ,    3.3 % ,    89.153 kPa
468121 ,    264.19 K ,    3.3 % ,    89.157 kPa
469127 ,    264.18 K ,    3.4 % ,    89.152 kPa
470133 ,    264.17 K ,    3.4 % ,    89.142 kPa
471140 ,    264.15 K ,    3.3 % ,    89.133 kPa
