Tempo relativo (ms) , Temperatura (C), Umidita (%), Pressione (hPa)
84685 ,    287.40 K ,    27.5 % ,    97.454 kPa
85692 ,    287.39 K ,    27.5 % ,    97.452 kPa
86697 ,    287.39 K ,    27.5 % ,    97.452 kPa
87704 ,    287.40 K ,    27.5 % ,    97.454 kPa
88711 ,    287.40 K ,    27.5 % ,    97.454 kPa
89717 ,    287.41 K ,    27.5 % ,    97.453 kPa
90724 ,    287.40 K ,    27.5 % ,    97.454 kPa
91729 ,    287.40 K ,    27.5 % ,    97.455 kPa
92736 ,    287.39 K ,    27.5 % ,    97.455 kPa
93743 ,    287.39 K ,    27.5 % ,    97.454 kPa
94749 ,    287.40 K ,    27.5 % ,    97.452 kPa
95756 ,    287.40 K ,    27.5 % ,    97.453 kPa
96761 ,    287.40 K ,    27.5 % ,    97.455 kPa
97768 ,    287.39 K ,    27.5 % ,    97.455 kPa
98775 ,    287.39 K ,    27.5 % ,    97.454 kPa
99781 ,    287.39 K ,    27.5 % ,    97.454 kPa
100788 ,    287.39 K ,    27.5 % ,    97.451 kPa
101793 ,    287.41 K ,    27.5 % ,    97.455 kPa
102800 ,    287.40 K ,    27.5 % ,    97.453 kPa
103806 ,    287.39 K ,    27.5 % ,    97.451 kPa
104813 ,    287.39 K ,    27.5 % ,    97.454 kPa
105820 ,    287.40 K ,    27.5 % ,    97.455 kPa
106826 ,    287.40 K ,    27.5 % ,    97.453 kPa
107832 ,    287.40 K ,    27.5 % ,    97.452 kPa
108838 ,    287.40 K ,    27.5 % ,    97.452 kPa
109845 ,    287.39 K ,    27.5 % ,    97.454 kPa
110852 ,    287.39 K ,    27.5 % ,    97.452 kPa
111858 ,    287.40 K ,    27.5 % ,    97.451 kPa
112865 ,    287.40 K ,    27.5 % ,    97.453 kPa
113871 ,    287.40 K ,    27.5 % ,    97.454 kPa
114877 ,    287.38 K ,    27.5 % ,    97.449 kPa
115884 ,    287.38 K ,    27.5 % ,    97.450 kPa
116890 ,    287.40 K ,    27.5 % ,    97.452 kPa
117897 ,    287.40 K ,    27.5 % ,    97.451 kPa
118903 ,    287.38 K ,    27.5 % ,    97.449 kPa
119910 ,    287.40 K ,    27.5 % ,    97.450 kPa
120915 ,    287.39 K ,    27.5 % ,    97.450 kPa
121922 ,    287.39 K ,    27.5 % ,    97.451 kPa
122929 ,    287.39 K ,    27.5 % ,    97.452 kPa
123935 ,    287.39 K ,    27.5 % ,    97.449 kPa
124942 ,    287.39 K ,    27.5 % ,    97.452 kPa
125948 ,    287.39 K ,    27.5 % ,    97.452 kPa
126955 ,    287.39 K ,    27.5 % ,    97.449 kPa
127961 ,    287.40 K ,    27.5 % ,    97.454 kPa
128967 ,    287.39 K ,    27.5 % ,    97.450 kPa
129974 ,    287.38 K ,    27.5 % ,    97.452 kPa
130980 ,    287.38 K ,    27.5 % ,    97.448 kPa
131987 ,    287.40 K ,    27.5 % ,    97.455 kPa
132994 ,    287.40 K ,    27.5 % ,    97.455 kPa
133999 ,    287.40 K ,    27.5 % ,    97.453 kPa
135006 ,    287.38 K ,    27.5 % ,    97.451 kPa
136012 ,    287.38 K ,    27.5 % ,    97.452 kPa
137019 ,    287.40 K ,    27.5 % ,    97.454 kPa
138025 ,    287.39 K ,    27.5 % ,    97.452 kPa
139032 ,    287.40 K ,    27.5 % ,    97.452 kPa
140039 ,    287.38 K ,    27.5 % ,    97.451 kPa
141044 ,    287.38 K ,    27.5 % ,    97.453 kPa
142051 ,    287.39 K ,    27.5 % ,    97.456 kPa
143057 ,    287.39 K ,    27.5 % ,    97.455 kPa
144064 ,    287.38 K ,    27.5 % ,    97.451 kPa
145071 ,    287.39 K ,    27.5 % ,    97.454 kPa
146077 ,    287.39 K ,    27.5 % ,    97.453 kPa
147084 ,    287.40 K ,    27.5 % ,    97.453 kPa
148089 ,    287.39 K ,    27.5 % ,    97.452 kPa
149096 ,    287.37 K ,    27.5 % ,    97.450 kPa
150103 ,    287.39 K ,    27.5 % ,    97.452 kPa
151109 ,    287.39 K ,    27.5 % ,    97.453 kPa
152116 ,    287.40 K ,    27.5 % ,    97.456 kPa
153122 ,    287.38 K ,    27.5 % ,    97.452 kPa
154129 ,    287.38 K ,    27.5 % ,    97.451 kPa
155134 ,    287.39 K ,    27.5 % ,    97.450 kPa
156141 ,    287.39 K ,    27.5 % ,    97.452 kPa
157148 ,    287.38 K ,    27.5 % ,    97.450 kPa
158154 ,    287.38 K ,    27.5 % ,    97.450 kPa
159161 ,    287.38 K ,    27.5 % ,    97.451 kPa
160167 ,    287.40 K ,    27.5 % ,    97.452 kPa
161173 ,    287.39 K ,    27.5 % ,    97.450 kPa
162180 ,    287.38 K ,    27.5 % ,    97.451 kPa
163186 ,    287.39 K ,    27.5 % ,    97.455 kPa
164193 ,    287.39 K ,    27.5 % ,    97.453 kPa
165199 ,    287.39 K ,    27.5 % ,    97.450 kPa
166206 ,    287.38 K ,    27.5 % ,    97.450 kPa
167213 ,    287.38 K ,    27.5 % ,    97.451 kPa
168218 ,    287.39 K ,    27.5 % ,    97.453 kPa
169225 ,    287.39 K ,    27.5 % ,    97.451 kPa
170231 ,    287.38 K ,    27.5 % ,    97.450 kPa
171238 ,    287.38 K ,    27.5 % ,    97.453 kPa
172244 ,    287.38 K ,    27.5 % ,    97.451 kPa
173251 ,    287.38 K ,    27.5 % ,    97.457 kPa
174258 ,    287.39 K ,    27.5 % ,    97.451 kPa
175263 ,    287.38 K ,    27.5 % ,    97.450 kPa
176270 ,    287.38 K ,    27.5 % ,    97.450 kPa
177276 ,    287.38 K ,    27.5 % ,    97.452 kPa
178283 ,    287.38 K ,    27.5 % ,    97.451 kPa
179290 ,    287.39 K ,    27.5 % ,    97.454 kPa
180296 ,    287.39 K ,    27.5 % ,    97.455 kPa
181302 ,    287.38 K ,    27.5 % ,    97.451 kPa
182308 ,    287.38 K ,    27.5 % ,    97.451 kPa
183315 ,    287.39 K ,    27.5 % ,    97.454 kPa
184322 ,    287.39 K ,    27.5 % ,    97.453 kPa
185328 ,    287.39 K ,    27.5 % ,    97.453 kPa
186335 ,    287.39 K ,    27.5 % ,    97.452 kPa
187341 ,    287.38 K ,    27.5 % ,    97.450 kPa
188347 ,    287.39 K ,    27.5 % ,    97.453 kPa
189353 ,    287.39 K ,    27.5 % ,    97.454 kPa
190360 ,    287.38 K ,    27.5 % ,    97.451 kPa
191367 ,    287.39 K ,    27.5 % ,    97.453 kPa
192373 ,    287.37 K ,    27.5 % ,    97.449 kPa
193380 ,    287.38 K ,    27.5 % ,    97.452 kPa
194386 ,    287.39 K ,    27.5 % ,    97.453 kPa
195392 ,    287.39 K ,    27.5 % ,    97.450 kPa
196399 ,    287.38 K ,    27.5 % ,    97.449 kPa
197405 ,    287.37 K ,    27.5 % ,    97.448 kPa
198412 ,    287.38 K ,    27.5 % ,    97.450 kPa
199418 ,    287.38 K ,    27.5 % ,    97.449 kPa
200425 ,    287.39 K ,    27.5 % ,    97.453 kPa
201432 ,    287.37 K ,    27.5 % ,    97.450 kPa
202437 ,    287.38 K ,    27.5 % ,    97.448 kPa
203444 ,    287.39 K ,    27.5 % ,    97.454 kPa
204450 ,    287.38 K ,    27.5 % ,    97.449 kPa
205457 ,    287.39 K ,    27.5 % ,    97.452 kPa
206464 ,    287.37 K ,    27.5 % ,    97.451 kPa
207470 ,    287.38 K ,    27.5 % ,    97.450 kPa
208476 ,    287.39 K ,    27.5 % ,    97.453 kPa
209482 ,    287.38 K ,    27.5 % ,    97.450 kPa
210489 ,    287.38 K ,    27.5 % ,    97.449 kPa
211495 ,    287.38 K ,    27.5 % ,    97.449 kPa
212502 ,    287.37 K ,    27.5 % ,    97.447 kPa
213509 ,    287.39 K ,    27.5 % ,    97.449 kPa
214515 ,    287.37 K ,    27.5 % ,    97.449 kPa
215521 ,    287.37 K ,    27.5 % ,    97.449 kPa
216527 ,    287.38 K ,    27.5 % ,    97.451 kPa
217534 ,    287.38 K ,    27.5 % ,    97.453 kPa
218541 ,    287.39 K ,    27.5 % ,    97.454 kPa
219547 ,    287.39 K ,    27.5 % ,    97.453 kPa
220554 ,    287.36 K ,    27.5 % ,    97.450 kPa
221560 ,    287.37 K ,    27.5 % ,    97.450 kPa
222566 ,    287.39 K ,    27.5 % ,    97.455 kPa
223572 ,    287.39 K ,    27.5 % ,    97.453 kPa
224579 ,    287.38 K ,    27.5 % ,    97.451 kPa
225586 ,    287.37 K ,    27.5 % ,    97.447 kPa
226592 ,    287.37 K ,    27.5 % ,    97.452 kPa
227599 ,    287.38 K ,    27.5 % ,    97.450 kPa
228605 ,    287.38 K ,    27.5 % ,    97.454 kPa
229611 ,    287.38 K ,    27.5 % ,    97.455 kPa
230618 ,    287.38 K ,    27.5 % ,    97.452 kPa
231624 ,    287.37 K ,    27.5 % ,    97.449 kPa
232631 ,    287.38 K ,    27.5 % ,    97.454 kPa
233637 ,    287.38 K ,    27.5 % ,    97.454 kPa
234644 ,    287.37 K ,    27.5 % ,    97.450 kPa
235650 ,    287.37 K ,    27.5 % ,    97.447 kPa
236656 ,    287.37 K ,    27.5 % ,    97.449 kPa
237663 ,    287.38 K ,    27.5 % ,    97.451 kPa
238669 ,    287.38 K ,    27.5 % ,    97.454 kPa
239676 ,    287.38 K ,    27.5 % ,    97.450 kPa
240683 ,    287.37 K ,    27.5 % ,    97.448 kPa
241689 ,    287.38 K ,    27.5 % ,    97.449 kPa
242695 ,    287.38 K ,    27.6 % ,    97.451 kPa
243701 ,    287.39 K ,    27.5 % ,    97.452 kPa
244708 ,    287.37 K ,    27.5 % ,    97.447 kPa
245714 ,    287.37 K ,    27.5 % ,    97.448 kPa
246721 ,    287.39 K ,    27.5 % ,    97.455 kPa
247728 ,    287.38 K ,    27.5 % ,    97.452 kPa
248734 ,    287.37 K ,    27.5 % ,    97.449 kPa
249740 ,    287.38 K ,    27.5 % ,    97.447 kPa
250746 ,    287.36 K ,    27.5 % ,    97.448 kPa
251753 ,    287.38 K ,    27.5 % ,    97.452 kPa
252760 ,    287.38 K ,    27.5 % ,    97.451 kPa
253766 ,    287.37 K ,    27.5 % ,    97.449 kPa
254773 ,    287.37 K ,    27.5 % ,    97.449 kPa
255779 ,    287.37 K ,    27.5 % ,    97.449 kPa
256785 ,    287.37 K ,    27.5 % ,    97.448 kPa
257792 ,    287.38 K ,    27.5 % ,    97.452 kPa
258798 ,    287.37 K ,    27.5 % ,    97.447 kPa
259805 ,    287.37 K ,    27.5 % ,    97.448 kPa
260811 ,    287.38 K ,    27.5 % ,    97.450 kPa
261818 ,    287.38 K ,    27.5 % ,    97.451 kPa
262823 ,    287.39 K ,    27.5 % ,    97.452 kPa
263830 ,    287.37 K ,    27.5 % ,    97.450 kPa
264837 ,    287.37 K ,    27.5 % ,    97.449 kPa
265843 ,    287.38 K ,    27.5 % ,    97.449 kPa
266850 ,    287.38 K ,    27.5 % ,    97.450 kPa
267856 ,    287.37 K ,    27.5 % ,    97.451 kPa
268863 ,    287.38 K ,    27.5 % ,    97.450 kPa
269869 ,    287.37 K ,    27.5 % ,    97.447 kPa
270875 ,    287.37 K ,    27.5 % ,    97.449 kPa
271882 ,    287.38 K ,    27.5 % ,    97.449 kPa
272888 ,    287.38 K ,    27.5 % ,    97.447 kPa
273895 ,    287.37 K ,    27.5 % ,    97.447 kPa
274902 ,    287.38 K ,    27.5 % ,    97.449 kPa
275908 ,    287.37 K ,    27.5 % ,    97.450 kPa
276914 ,    287.39 K ,    27.5 % ,    97.450 kPa
277920 ,    287.37 K ,    27.5 % ,    97.449 kPa
278927 ,    287.36 K ,    27.5 % ,    97.451 kPa
279933 ,    287.38 K ,    27.5 % ,    97.451 kPa
280940 ,    287.38 K ,    27.5 % ,    97.450 kPa
281947 ,    287.38 K ,    27.5 % ,    97.450 kPa
282953 ,    287.37 K ,    27.5 % ,    97.448 kPa
283959 ,    287.37 K ,    27.5 % ,    97.451 kPa
284965 ,    287.38 K ,    27.5 % ,    97.452 kPa
285972 ,    287.38 K ,    27.5 % ,    97.451 kPa
286979 ,    287.37 K ,    27.5 % ,    97.449 kPa
287985 ,    287.38 K ,    27.5 % ,    97.452 kPa
288992 ,    287.37 K ,    27.5 % ,    97.451 kPa
289998 ,    287.38 K ,    27.5 % ,    97.447 kPa
291004 ,    287.37 K ,    27.5 % ,    97.451 kPa
292011 ,    287.37 K ,    27.5 % ,    97.447 kPa
293017 ,    287.38 K ,    27.5 % ,    97.450 kPa
294024 ,    287.38 K ,    27.5 % ,    97.449 kPa
295030 ,    287.39 K ,    27.5 % ,    97.451 kPa
296037 ,    287.37 K ,    27.5 % ,    97.447 kPa
297042 ,    287.37 K ,    27.5 % ,    97.448 kPa
298049 ,    287.38 K ,    27.5 % ,    97.451 kPa
299056 ,    287.37 K ,    27.5 % ,    97.448 kPa
300062 ,    287.37 K ,    27.5 % ,    97.450 kPa
301069 ,    287.37 K ,    27.5 % ,    97.449 kPa
302075 ,    287.38 K ,    27.5 % ,    97.447 kPa
303082 ,    287.39 K ,    27.5 % ,    97.451 kPa
304088 ,    287.37 K ,    27.5 % ,    97.447 kPa
305094 ,    287.37 K ,    27.5 % ,    97.450 kPa
306101 ,    287.39 K ,    27.5 % ,    97.452 kPa
307107 ,    287.37 K ,    27.5 % ,    97.449 kPa
308114 ,    287.38 K ,    27.5 % ,    97.453 kPa
309121 ,    287.37 K ,    27.5 % ,    97.451 kPa
310127 ,    287.37 K ,    27.5 % ,    97.450 kPa
311133 ,    287.38 K ,    27.5 % ,    97.455 kPa
312139 ,    287.37 K ,    27.5 % ,    97.449 kPa
313146 ,    287.37 K ,    27.5 % ,    97.451 kPa
314152 ,    287.37 K ,    27.5 % ,    97.454 kPa
315159 ,    287.38 K ,    27.5 % ,    97.452 kPa
316166 ,    287.38 K ,    27.5 % ,    97.454 kPa
317172 ,    287.37 K ,    27.5 % ,    97.452 kPa
318178 ,    287.37 K ,    27.5 % ,    97.453 kPa
319184 ,    287.39 K ,    27.5 % ,    97.451 kPa
320191 ,    287.37 K ,    27.5 % ,    97.451 kPa
321198 ,    287.37 K ,    27.5 % ,    97.451 kPa
322204 ,    287.37 K ,    27.5 % ,    97.450 kPa
323211 ,    287.38 K ,    27.5 % ,    97.455 kPa
324217 ,    287.37 K ,    27.5 % ,    97.451 kPa
325223 ,    287.37 K ,    27.5 % ,    97.455 kPa
326230 ,    287.38 K ,    27.5 % ,    97.453 kPa
327236 ,    287.38 K ,    27.5 % ,    97.454 kPa
328243 ,    287.38 K ,    27.5 % ,    97.452 kPa
329249 ,    287.37 K ,    27.5 % ,    97.451 kPa
330256 ,    287.36 K ,    27.5 % ,    97.451 kPa
331262 ,    287.38 K ,    27.5 % ,    97.456 kPa
332268 ,    287.37 K ,    27.5 % ,    97.451 kPa
333275 ,    287.37 K ,    27.5 % ,    97.453 kPa
334281 ,    287.36 K ,    27.5 % ,    97.449 kPa
335288 ,    287.38 K ,    27.5 % ,    97.451 kPa
336294 ,    287.38 K ,    27.5 % ,    97.450 kPa
337301 ,    287.37 K ,    27.5 % ,    97.449 kPa
338308 ,    287.37 K ,    27.5 % ,    97.453 kPa
339313 ,    287.38 K ,    27.5 % ,    97.450 kPa
340320 ,    287.38 K ,    27.5 % ,    97.450 kPa
341326 ,    287.37 K ,    27.5 % ,    97.449 kPa
342333 ,    287.37 K ,    27.5 % ,    97.446 kPa
343340 ,    287.39 K ,    27.5 % ,    97.451 kPa
344346 ,    287.38 K ,    27.5 % ,    97.453 kPa
345353 ,    287.37 K ,    27.5 % ,    97.447 kPa
346358 ,    287.38 K ,    27.9 % ,    97.448 kPa
347365 ,    287.38 K ,    27.5 % ,    97.449 kPa
348371 ,    287.38 K ,    27.5 % ,    97.450 kPa
349378 ,    287.37 K ,    27.5 % ,    97.447 kPa
350385 ,    287.37 K ,    27.5 % ,    97.450 kPa
351391 ,    287.39 K ,    27.5 % ,    97.452 kPa
352397 ,    287.37 K ,    27.5 % ,    97.448 kPa
353403 ,    287.37 K ,    27.5 % ,    97.448 kPa
354410 ,    287.37 K ,    27.5 % ,    97.447 kPa
355417 ,    287.38 K ,    27.5 % ,    97.451 kPa
356423 ,    287.37 K ,    27.5 % ,    97.448 kPa
357430 ,    287.37 K ,    27.5 % ,    97.449 kPa
358436 ,    287.38 K ,    27.5 % ,    97.449 kPa
359442 ,    287.38 K ,    27.5 % ,    97.449 kPa
360449 ,    287.39 K ,    27.5 % ,    97.452 kPa
361455 ,    287.36 K ,    27.5 % ,    97.447 kPa
362462 ,    287.37 K ,    27.5 % ,    97.450 kPa
363468 ,    287.39 K ,    27.5 % ,    97.452 kPa
364475 ,    287.38 K ,    27.5 % ,    97.450 kPa
365481 ,    287.37 K ,    27.5 % ,    97.450 kPa
366487 ,    287.36 K ,    27.5 % ,    97.449 kPa
367494 ,    287.38 K ,    27.5 % ,    97.453 kPa
368500 ,    287.37 K ,    27.5 % ,    97.450 kPa
369507 ,    287.36 K ,    27.5 % ,    97.448 kPa
370513 ,    287.38 K ,    27.5 % ,    97.452 kPa
371520 ,    287.38 K ,    27.5 % ,    97.451 kPa
372527 ,    287.38 K ,    27.5 % ,    97.452 kPa
373532 ,    287.37 K ,    27.5 % ,    97.451 kPa
374539 ,    287.37 K ,    27.5 % ,    97.450 kPa
375545 ,    287.37 K ,    27.5 % ,    97.448 kPa
376552 ,    287.36 K ,    27.5 % ,    97.447 kPa
377559 ,    287.37 K ,    27.5 % ,    97.448 kPa
378565 ,    287.38 K ,    27.5 % ,    97.452 kPa
379572 ,    287.38 K ,    27.5 % ,    97.453 kPa
380577 ,    287.38 K ,    27.5 % ,    97.452 kPa
381584 ,    287.37 K ,    27.5 % ,    97.449 kPa
382590 ,    287.37 K ,    27.5 % ,    97.455 kPa
383597 ,    287.38 K ,    27.5 % ,    97.452 kPa
384604 ,    287.37 K ,    27.5 % ,    97.451 kPa
385610 ,    287.37 K ,    27.5 % ,    97.449 kPa
386617 ,    287.37 K ,    27.5 % ,    97.449 kPa
387622 ,    287.39 K ,    27.5 % ,    97.453 kPa
388629 ,    287.37 K ,    27.5 % ,    97.450 kPa
389636 ,    287.37 K ,    27.5 % ,    97.446 kPa
390642 ,    287.38 K ,    27.5 % ,    97.450 kPa
391649 ,    287.38 K ,    26.9 % ,    97.449 kPa
392655 ,    287.38 K ,    27.5 % ,    97.453 kPa
393661 ,    287.37 K ,    27.5 % ,    97.451 kPa
394668 ,    287.37 K ,    27.5 % ,    97.450 kPa
395674 ,    287.38 K ,    27.5 % ,    97.452 kPa
396681 ,    287.37 K ,    27.5 % ,    97.448 kPa
397687 ,    287.36 K ,    27.5 % ,    97.448 kPa
398694 ,    287.37 K ,    27.5 % ,    97.449 kPa
399700 ,    287.37 K ,    27.5 % ,    97.449 kPa
400706 ,    287.38 K ,    27.5 % ,    97.454 kPa
401713 ,    287.36 K ,    27.5 % ,    97.449 kPa
402719 ,    287.37 K ,    27.5 % ,    97.448 kPa
403726 ,    287.38 K ,    27.5 % ,    97.452 kPa
404732 ,    287.38 K ,    27.5 % ,    97.451 kPa
405739 ,    287.37 K ,    27.5 % ,    97.453 kPa
406746 ,    287.37 K ,    27.5 % ,    97.451 kPa
407751 ,    287.38 K ,    27.4 % ,    97.454 kPa
408758 ,    287.37 K ,    27.5 % ,    97.448 kPa
409764 ,    287.37 K ,    27.5 % ,    97.448 kPa
410771 ,    287.39 K ,    27.5 % ,    97.452 kPa
411778 ,    287.38 K ,    27.5 % ,    97.453 kPa
412784 ,    287.37 K ,    27.5 % ,    97.450 kPa
413791 ,    287.36 K ,    27.5 % ,    97.450 kPa
414796 ,    287.38 K ,    27.5 % ,    97.450 kPa
415803 ,    287.38 K ,    27.5 % ,    97.454 kPa
416809 ,    287.36 K ,    27.5 % ,    97.449 kPa
417816 ,    287.37 K ,    27.5 % ,    97.450 kPa
418823 ,    287.37 K ,    27.5 % ,    97.451 kPa
419829 ,    287.38 K ,    27.5 % ,    97.451 kPa
420836 ,    287.38 K ,    27.5 % ,    97.452 kPa
421841 ,    287.36 K ,    27.5 % ,    97.451 kPa
422848 ,    287.38 K ,    27.5 % ,    97.449 kPa
423855 ,    287.37 K ,    27.5 % ,    97.454 kPa
424861 ,    287.38 K ,    27.5 % ,    97.455 kPa
425868 ,    287.36 K ,    27.5 % ,    97.450 kPa
426874 ,    287.37 K ,    27.5 % ,    97.454 kPa
427881 ,    287.37 K ,    27.5 % ,    97.451 kPa
428887 ,    287.37 K ,    27.5 % ,    97.452 kPa
429893 ,    287.37 K ,    27.5 % ,    97.450 kPa
430900 ,    287.37 K ,    27.5 % ,    97.452 kPa
431906 ,    287.38 K ,    27.5 % ,    97.453 kPa
432913 ,    287.38 K ,    27.5 % ,    97.451 kPa
433920 ,    287.37 K ,    27.5 % ,    97.448 kPa
434926 ,    287.38 K ,    27.5 % ,    97.451 kPa
435932 ,    287.38 K ,    27.5 % ,    97.451 kPa
436938 ,    287.38 K ,    27.4 % ,    97.450 kPa
437945 ,    287.38 K ,    27.5 % ,    97.449 kPa
438951 ,    287.38 K ,    27.4 % ,    97.450 kPa
439958 ,    287.39 K ,    27.5 % ,    97.451 kPa
440965 ,    287.37 K ,    27.5 % ,    97.450 kPa
441971 ,    287.37 K ,    27.5 % ,    97.447 kPa
442977 ,    287.38 K ,    27.5 % ,    97.450 kPa
443983 ,    287.38 K ,    27.5 % ,    97.450 kPa
444990 ,    287.37 K ,    27.5 % ,    97.450 kPa
445997 ,    287.38 K ,    27.5 % ,    97.452 kPa
447003 ,    287.37 K ,    27.5 % ,    97.447 kPa
448010 ,    287.38 K ,    27.5 % ,    97.452 kPa
449016 ,    287.37 K ,    27.5 % ,    97.447 kPa
450022 ,    287.37 K ,    27.4 % ,    97.451 kPa
451028 ,    287.38 K ,    27.5 % ,    97.451 kPa
452035 ,    287.38 K ,    27.5 % ,    97.452 kPa
453042 ,    287.36 K ,    27.5 % ,    97.451 kPa
454048 ,    287.37 K ,    27.4 % ,    97.453 kPa
455055 ,    287.38 K ,    27.5 % ,    97.455 kPa
456061 ,    287.36 K ,    27.5 % ,    97.450 kPa
457067 ,    287.36 K ,    27.5 % ,    97.448 kPa
458074 ,    287.37 K ,    27.5 % ,    97.449 kPa
459080 ,    287.38 K ,    27.5 % ,    97.450 kPa
460087 ,    287.37 K ,    27.5 % ,    97.450 kPa
461093 ,    287.37 K ,    27.5 % ,    97.449 kPa
462100 ,    287.38 K ,    27.5 % ,    97.451 kPa
463107 ,    287.39 K ,    27.4 % ,    97.450 kPa
464112 ,    287.37 K ,    27.5 % ,    97.452 kPa
465119 ,    287.36 K ,    27.5 % ,    97.448 kPa
466125 ,    287.39 K ,    27.5 % ,    97.449 kPa
467132 ,    287.38 K ,    27.4 % ,    97.451 kPa
